"Parameter","coord","covariate","p2.5","p25","p50","mean","p75","p97.5"
"Lambda","clr_ASV_39","AR_e1",0.970578094665243,1.72004548105072,2.12765055577499,2.14430575300803,2.57061506052842,3.37619363113543
"Lambda","clr_ASV_39","AR_e2",0.411999125941409,1.1900905160291,1.61325796896547,1.61307162901575,2.03658404505246,2.88839919210044
"Lambda","clr_ASV_4","AR_d1",-0.562854410508672,-0.0737972607993734,0.163498335112813,0.164941587431872,0.40901592638384,0.855865715945428
"Lambda","clr_ASV_4","AR_d2",-0.306520907948762,0.174765081362654,0.407019075384575,0.407732406790363,0.650283647296156,1.09544446844064
"Lambda","clr_ASV_4","AR_e1",-0.913072718361601,-0.509544287935091,-0.314420992507313,-0.320456990621388,-0.123669272348184,0.235393966815833
"Lambda","clr_ASV_4","AR_e2",-0.796424994336059,-0.43957183328845,-0.225487615474408,-0.227128352371239,-0.0210693223486478,0.344704575834666
"Lambda","clr_ASV_40","AR_d1",-0.370741964076607,0.0241205907711154,0.22576738726953,0.226856612248979,0.436187279126509,0.80768332687052
"Lambda","clr_ASV_40","AR_d2",-0.620150639256128,-0.26275866253726,-0.0564126299288649,-0.0602593153494186,0.142260609190751,0.492972577445124
"Lambda","clr_ASV_40","AR_e1",-0.874332410797383,-0.538210240467321,-0.380696528967909,-0.38258009751634,-0.226634443215671,0.109529512419421
"Lambda","clr_ASV_40","AR_e2",-0.775047871983504,-0.469806614038612,-0.294020829898429,-0.296983759698129,-0.126314185590547,0.181016167791794
"Lambda","clr_ASV_41","AR_d1",-2.02776388144927,-0.428758380882215,0.277065135579095,0.279289493280046,0.995701421654115,2.38245149479534
"Lambda","clr_ASV_41","AR_d2",-1.2495854173389,0.066820038547729,0.748949061518126,0.747849043831931,1.42656818315893,2.87661964826219
"Lambda","clr_ASV_41","AR_e1",-0.220881627572672,0.8346410921813,1.45017948723582,1.46089201670164,2.03326636878925,3.23736385290776
"Lambda","clr_ASV_41","AR_e2",0.0837330680540322,1.1961358373982,1.77391248904167,1.80751177574891,2.39839646536212,3.66399473974853
"Lambda","clr_ASV_42","AR_d1",-1.26625814840237,-0.58719353586811,-0.276789863171041,-0.26979184923868,0.0727192287001827,0.701477731547629
"Lambda","clr_ASV_42","AR_d2",-0.296889802962,0.337379683364187,0.653720948425193,0.657982486268774,0.978065156762334,1.56927023122612
"Lambda","clr_ASV_42","AR_e1",0.154053532056815,0.583840470607375,0.832577429439437,0.849903506394728,1.10798293872733,1.62323173277877
"Lambda","clr_ASV_42","AR_e2",0.104658179640935,0.631691908320856,0.899297704663594,0.90137555535337,1.18176010389671,1.6925356100754
"Lambda","clr_ASV_43","AR_d1",-0.544525334858245,0.448591020290487,0.877422494081527,0.890557584893898,1.34469785033247,2.30229024749655
"Lambda","clr_ASV_43","AR_d2",0.0208883778645976,0.769495192251426,1.20683801185809,1.23407996454772,1.65420114939018,2.62618521992253
"Lambda","clr_ASV_43","AR_e1",0.824134464232978,1.53013270211601,1.93511919261909,1.94761597265553,2.34114995369576,3.17539062106621
"Lambda","clr_ASV_43","AR_e2",1.32902155797598,2.06923330630229,2.44768534601188,2.47737748159656,2.88262030617398,3.70966739824248
"Lambda","clr_ASV_44","AR_d1",-2.43425381881092,-1.42195262215702,-0.798303244194924,-0.788732223760068,-0.199468572220707,1.06547637082029
"Lambda","clr_ASV_44","AR_d2",0.743285840015693,1.78748064573637,2.32901391141732,2.34168105773504,2.87200538461524,4.05603444885757
"Lambda","clr_ASV_44","AR_e1",2.07133110467883,2.99868165046881,3.46232462270371,3.46899035057521,3.95361427569002,4.87050565321326
"Lambda","clr_ASV_44","AR_e2",1.58986010578513,2.4844808388506,2.95175732747196,2.98875457575233,3.48887212404004,4.42963091712529
"Lambda","clr_ASV_45","AR_d1",-0.684368068387588,-0.191545042629079,0.0473083223794254,0.0446811312713211,0.288796248010276,0.739103410526691
"Lambda","clr_ASV_45","AR_d2",-1.05350920772017,-0.610676576269657,-0.368533228409526,-0.366511459407119,-0.135218894072384,0.320389319528595
"Lambda","clr_ASV_45","AR_e1",-0.562186250365105,-0.206186529718265,-0.0362498015407843,-0.0205522775287981,0.158948067073712,0.55160236395026
"Lambda","clr_ASV_45","AR_e2",-0.814268102535811,-0.454160220541781,-0.255281556498152,-0.25567402903315,-0.0593286823537448,0.325927076496318
"Lambda","clr_ASV_46","AR_d1",-1.65170758483742,-0.770974207409628,-0.335888052776169,-0.33584752702231,0.106843413705125,0.973984210239817
"Lambda","clr_ASV_46","AR_d2",0.175551640691973,0.984505237908977,1.40245881407529,1.41594480286532,1.81581623827469,2.79318936021507
"Lambda","clr_ASV_46","AR_e1",0.624723969169715,1.38362502903951,1.7561438898766,1.7857122286885,2.19345114229314,3.00821594333798
"Lambda","clr_ASV_46","AR_e2",1.18545285107128,1.89575483936921,2.29367315793748,2.30481737991537,2.70385188955898,3.49312997948566
"Lambda","clr_ASV_47","AR_d1",-0.870476508278789,-0.218890544669186,0.110376564913831,0.10909850512306,0.441494999326207,1.07447001006905
"Lambda","clr_ASV_47","AR_d2",-1.2760457336348,-0.659402634048751,-0.322132607571491,-0.332041537663362,-0.00659469182583584,0.633432296232756
"Lambda","clr_ASV_47","AR_e1",-0.901682265333696,-0.414063590757092,-0.155811010157648,-0.152811131093976,0.106851448232849,0.61558797724536
"Lambda","clr_ASV_47","AR_e2",-0.492970423744134,-0.0484652416246928,0.227324309890761,0.238060125412397,0.505570423700373,1.03040711940961
"Lambda","clr_ASV_48","AR_d1",-0.144781178426764,0.120900303937319,0.284481502018809,0.280779260658633,0.434819505403924,0.732877514268801
"Lambda","clr_ASV_48","AR_d2",-0.459777439474241,-0.159521761985381,-0.0166848335468482,-0.0197690515086295,0.125294584758841,0.417057661740566
"Lambda","clr_ASV_48","AR_e1",-0.0877866367249021,0.170271580154015,0.294039158429068,0.287381676909759,0.411610265133509,0.629348557020781
"Lambda","clr_ASV_48","AR_e2",-0.509535158403082,-0.26903803562199,-0.148603047927006,-0.143805087819642,-0.0167554588826901,0.228581787484165
"Lambda","clr_ASV_49","AR_d1",-0.554350445588686,0.0699513729723162,0.392631262068333,0.385249161590687,0.699554679298632,1.33067370447983
"Lambda","clr_ASV_49","AR_d2",0.053889045310827,0.593873892032148,0.88348125817065,0.901830491206153,1.2129105569875,1.78690265185773
"Lambda","clr_ASV_49","AR_e1",0.099257356629333,0.568664892275242,0.815690722556123,0.823573437175193,1.07566981164762,1.55445014491931
"Lambda","clr_ASV_49","AR_e2",0.647865189083071,1.12955566439688,1.38342228431579,1.38792333141335,1.6395355121159,2.14892971242666
"Lambda","clr_ASV_5","AR_d1",-0.422096943649451,0.058181510097886,0.283705532251266,0.28937538586096,0.533260609882847,1.01196318056712
"Lambda","clr_ASV_5","AR_d2",-0.929354993911763,-0.47129044728833,-0.204374619647228,-0.218987484316452,0.0251427354377484,0.484081984364578
"Lambda","clr_ASV_5","AR_e1",-0.781865628876418,-0.406259351675933,-0.209747139919448,-0.214778921555987,-0.0233560933600865,0.341075772734674
"Lambda","clr_ASV_5","AR_e2",-0.804080362066643,-0.401060382414583,-0.198761559088231,-0.20463996917979,-0.000590884936354778,0.354410373427774
"Lambda","clr_ASV_50","AR_d1",-2.12484652227034,-1.12760365301017,-0.581882743874121,-0.592131982246828,-0.0579554711888636,1.02044954325561
"Lambda","clr_ASV_50","AR_d2",-2.08516189259483,-1.12850943753705,-0.569312855076677,-0.583299847945696,-0.0468378854199871,0.91904204212552
"Lambda","clr_ASV_50","AR_e1",-0.34585720471315,0.451691676893492,0.889743741415711,0.890612166771373,1.3119096943159,2.14506825685079
"Lambda","clr_ASV_50","AR_e2",-1.49740548815219,-0.63466289040953,-0.193643223201271,-0.181412933086558,0.26029759432377,1.12752297849456
"Lambda","clr_ASV_51","AR_d1",-0.937682046125887,-0.0747294052312507,0.351555370253195,0.341621252832638,0.769807886499921,1.53744276100791
"Lambda","clr_ASV_51","AR_d2",-1.32052843367445,-0.544483225513596,-0.150986039788675,-0.162405911818692,0.213583472795156,1.03696666504384
"Lambda","clr_ASV_51","AR_e1",-2.64029922948625,-1.96526183321102,-1.62909057381097,-1.63520160760349,-1.30487880286916,-0.596936342157034
"Lambda","clr_ASV_51","AR_e2",-2.31801555288048,-1.6869160054969,-1.30285433240284,-1.3096062421937,-0.968777330617245,-0.20854567037467
"Lambda","clr_ASV_52","AR_d1",-1.14931587433085,-0.338410701322916,0.0600585964711946,0.0420841345428428,0.433241723994506,1.11742066488694
"Lambda","clr_ASV_52","AR_d2",-2.8249445861632,-2.02877964366651,-1.64685522487372,-1.63699933686358,-1.20925996833639,-0.481837340854988
"Lambda","clr_ASV_52","AR_e1",-2.06030349637066,-1.3855905800957,-1.04693209481208,-1.05472762094522,-0.724346118744679,-0.0777865363358819
"Lambda","clr_ASV_52","AR_e2",-3.23738012509309,-2.54823407679318,-2.1897696391028,-2.20161816331125,-1.83563262301612,-1.2180075880439
"Lambda","clr_ASV_54","AR_d1",-3.17721905374249,-1.99906979533163,-1.41271548208483,-1.43383348316415,-0.85376496056449,0.223027362523675
"Lambda","clr_ASV_54","AR_d2",-0.48011597245488,0.47971676777199,1.01933050645966,1.0319799859536,1.55209245279353,2.64502231999249
"Lambda","clr_ASV_54","AR_e1",-1.32620295683504,-0.439664358999828,0.0136740220258476,0.00814263751067614,0.451833180003307,1.38669538050062
"Lambda","clr_ASV_54","AR_e2",-0.26694054878832,0.634465374023428,1.09566290155772,1.10210449101648,1.53987758026665,2.49515983905974
"Lambda","clr_ASV_55","AR_d1",-0.993864599594551,-0.536535530950956,-0.249474981696299,-0.246128554504157,0.0179803888582552,0.585956948135222
"Lambda","clr_ASV_55","AR_d2",-1.54240185868492,-1.01114090600676,-0.746592313742922,-0.75031920006922,-0.482168449309291,0.0173040054331996
"Lambda","clr_ASV_55","AR_e1",-2.25346530360908,-1.797266154318,-1.58064469751441,-1.5832914736214,-1.35942696064635,-0.944790375178576
"Lambda","clr_ASV_55","AR_e2",-2.06643741639384,-1.60609952464311,-1.38745775972803,-1.38373263279216,-1.15054492071541,-0.755113172405006
"Lambda","clr_ASV_56","AR_d1",-0.664358607418478,0.0958282995576366,0.453019605418453,0.465095879022671,0.843797466753501,1.54045483294283
"Lambda","clr_ASV_56","AR_d2",-2.12979763418927,-1.35769436033171,-0.976893459468092,-0.98499424126947,-0.612697527597282,0.138220782947845
"Lambda","clr_ASV_56","AR_e1",-1.27647629185289,-0.678245238187334,-0.365213041422221,-0.360793242870985,-0.0369712057205948,0.575890055155356
"Lambda","clr_ASV_56","AR_e2",-2.41229735322665,-1.71067813655797,-1.39251153027823,-1.39398271084618,-1.05587376521741,-0.425647555796323
"Lambda","clr_ASV_57","AR_d1",-1.38801089617473,-0.461218009104519,0.01457119717197,-0.00549075509647018,0.449245066725844,1.35293269581826
"Lambda","clr_ASV_57","AR_d2",-0.534926603139417,0.291803350419939,0.727440965520748,0.741137324772763,1.18892617750186,2.08786382610876
"Lambda","clr_ASV_57","AR_e1",-0.600953865846613,0.158258737790505,0.602000754620731,0.60035994711599,1.00205696450294,1.93457150244759
"Lambda","clr_ASV_57","AR_e2",0.205905030217385,1.02457825938958,1.46228653577981,1.47375328744061,1.91631857912202,2.7838344306924
"Lambda","clr_ASV_58","AR_d1",-0.838192175127567,-0.104251107727584,0.269870373716234,0.282168912105437,0.65023448370848,1.41700808227932
"Lambda","clr_ASV_58","AR_d2",-0.234675460749623,0.483298365227982,0.847098022596344,0.863665101155455,1.21404769987977,2.08158044237194
"Lambda","clr_ASV_58","AR_e1",-0.0909762704914869,0.535878170288446,0.882234182789245,0.900358170093782,1.25630880219337,1.96228902181992
"Lambda","clr_ASV_58","AR_e2",0.129472592660112,0.729258916595538,1.07334731781293,1.08659633863549,1.4349839141218,2.09271330345644
"Lambda","clr_ASV_59","AR_d1",-0.638051345860288,-0.165441178643777,0.0662540148286779,0.0586511367288782,0.29144209491857,0.719633169449663
"Lambda","clr_ASV_59","AR_d2",-1.10618570002568,-0.617732756167627,-0.39051895996643,-0.391313826548973,-0.161818822294819,0.331468025643993
"Lambda","clr_ASV_59","AR_e1",-2.21819196966926,-1.8496409040487,-1.64915786552205,-1.65166868915496,-1.45474051213287,-1.07507157336658
"Lambda","clr_ASV_59","AR_e2",-1.54399448313535,-1.15560171391726,-0.966449362994872,-0.965966225764386,-0.783945850052449,-0.375335428446273
"Lambda","clr_ASV_6","AR_d1",-0.768208318481877,-0.17792200776148,0.124467241302209,0.127066566428653,0.455270582354452,1.01050171187457
"Lambda","clr_ASV_6","AR_d2",-1.24015889084474,-0.674437856075879,-0.376530567477828,-0.37127734230669,-0.074088270221873,0.534119370482615
"Lambda","clr_ASV_6","AR_e1",-1.3055021298612,-0.863943047766337,-0.622173404539248,-0.620636308525694,-0.386209282663659,0.111435875829558
"Lambda","clr_ASV_6","AR_e2",-1.1632390412355,-0.669157186521536,-0.423958307022945,-0.427421668541069,-0.184572584730502,0.276530695134424
"Lambda","clr_ASV_60","AR_d1",-0.934267473855041,-0.53266739729977,-0.310512780000357,-0.317673506893727,-0.102294069165969,0.287030705876147
"Lambda","clr_ASV_60","AR_d2",-0.41368292992333,-0.0405995490834897,0.159816544854724,0.153628998175864,0.345386647452131,0.730210180392757
"Lambda","clr_ASV_60","AR_e1",-0.492964161151636,-0.190697598626808,-0.0399115319588349,-0.0318248669710877,0.137476736812312,0.42720901157494
"Lambda","clr_ASV_60","AR_e2",-0.495594756326947,-0.19556733390849,-0.0241936841804142,-0.0253374576644888,0.143568934081001,0.475635990235673
"Lambda","clr_ASV_61","AR_d1",-2.06934052832509,-1.11860758220298,-0.629055787302606,-0.6352461460517,-0.135082200209198,0.685625425758863
"Lambda","clr_ASV_61","AR_d2",-2.11225490713659,-1.24541709320858,-0.793682193390765,-0.798244338769105,-0.340821872078452,0.525794033634738
"Lambda","clr_ASV_61","AR_e1",-2.42627458823614,-1.69411938777735,-1.34144161513475,-1.34073575893126,-0.978961621410383,-0.311651309532135
"Lambda","clr_ASV_61","AR_e2",-1.05013344379741,-0.346198932925574,0.00122465912459641,0.0255634369069613,0.404861762626804,1.15918394212412
"Lambda","clr_ASV_62","AR_d1",-0.798122934362186,-0.451887887390075,-0.296180493856912,-0.297173029033669,-0.135359217163766,0.177672128048384
"Lambda","clr_ASV_62","AR_d2",-0.659587072922997,-0.351857323737063,-0.20780564504117,-0.204239080906939,-0.0449807721503741,0.236218068069435
"Lambda","clr_ASV_62","AR_e1",-1.12672337698961,-0.859180935060718,-0.73199525298896,-0.729376652900521,-0.598831485535257,-0.344639423684995
"Lambda","clr_ASV_62","AR_e2",-0.664662029494637,-0.415058072019451,-0.271919148536913,-0.281311776910988,-0.151280162122314,0.0876643002333165
"Lambda","clr_ASV_63","AR_d1",-1.57430534042179,-0.594409360484226,-0.0698177064082684,-0.062565461364655,0.438002970101408,1.46127937426638
"Lambda","clr_ASV_63","AR_d2",0.0607571012307816,1.07773988247097,1.57567366019066,1.58116050954546,2.08279303354349,3.11765876282934
"Lambda","clr_ASV_63","AR_e1",0.401030710361128,1.23341003046255,1.69425165225671,1.71475681112567,2.1723514775132,3.1026596745718
"Lambda","clr_ASV_63","AR_e2",0.588701358597521,1.48141327344794,1.90735359185601,1.93051285250888,2.39833680678972,3.30228787378847
"Lambda","clr_ASV_64","AR_d1",-2.23589824369859,-0.612913853485191,0.0927770032686503,0.137520464312467,0.947156871919294,2.55497612701351
"Lambda","clr_ASV_64","AR_d2",-1.94674482149613,-0.513702873284435,0.221836497042908,0.246685148862052,0.968062163192656,2.5886320650411
"Lambda","clr_ASV_64","AR_e1",-2.46985034982089,-1.27132514494405,-0.666398361751346,-0.649017125603726,-0.00258079040673593,1.12457436851435
"Lambda","clr_ASV_64","AR_e2",-0.990099981305559,0.17515914597568,0.803905699148233,0.81615869639774,1.43762637906003,2.76231270788862
"Lambda","clr_ASV_65","AR_d1",-3.39336720165933,-2.21996667892753,-1.59865492638692,-1.60700943536145,-1.00310685197743,0.17066539563581
"Lambda","clr_ASV_65","AR_d2",-2.8437254648033,-1.61379315968988,-1.02155867619752,-1.03716295046292,-0.467176618563395,0.639389940585338
"Lambda","clr_ASV_65","AR_e1",-1.5264616327191,-0.571763092603314,-0.0738626712554826,-0.0659042046978511,0.432760329120113,1.43273914830836
"Lambda","clr_ASV_65","AR_e2",-2.52677930100601,-1.42856551116544,-0.938721327061009,-0.951854611444457,-0.44472011701997,0.517387233147203
"Lambda","clr_ASV_66","AR_d1",-2.21509940819012,-1.38971494495188,-0.972672216118218,-0.968452447740423,-0.542084203945314,0.213005352906742
"Lambda","clr_ASV_66","AR_d2",-2.26689268852899,-1.51057757630458,-1.12005699523475,-1.10074856837316,-0.692400669817841,0.0679913306455606
"Lambda","clr_ASV_66","AR_e1",-2.08322732650813,-1.41354275598654,-1.08417077749027,-1.06999825510471,-0.731927740540621,-0.0180863701053371
"Lambda","clr_ASV_66","AR_e2",-2.2096580372267,-1.52051484451353,-1.16626269087042,-1.16789335973054,-0.799648395987157,-0.160347871356063
"Lambda","clr_ASV_67","AR_d1",-1.81103948726583,-0.774090868505359,-0.257008680562106,-0.279193775530866,0.218545982268826,1.18482415943839
"Lambda","clr_ASV_67","AR_d2",-0.990143715121245,-0.058703357763226,0.471799056210705,0.458296245578653,0.940240405745604,1.99341735597698
"Lambda","clr_ASV_67","AR_e1",-1.01068154071115,-0.23094121783281,0.194989371635703,0.219252701425232,0.669965300743386,1.55844885524286
"Lambda","clr_ASV_67","AR_e2",-0.930543223578326,-0.0973604881078352,0.352864035049726,0.370814037476884,0.810558912232962,1.76832903503369
"Lambda","clr_ASV_68","AR_d1",-1.06171839242058,-0.475438782763814,-0.202318339727058,-0.198800525222059,0.0863232844342373,0.630859398519456
"Lambda","clr_ASV_68","AR_d2",-0.919742574735956,-0.418610091817256,-0.126514618619696,-0.122130235113541,0.17562927833196,0.703809310549591
"Lambda","clr_ASV_68","AR_e1",-1.18812081560589,-0.741728356431445,-0.519311217608961,-0.50796622136081,-0.264867825990914,0.214043459601477
"Lambda","clr_ASV_68","AR_e2",-0.724359670946434,-0.276115726085368,-0.0195171197728526,-0.015724752260724,0.237477057636055,0.694145622230688
"Lambda","clr_ASV_69","AR_d1",-1.6764400976109,-0.906217047212244,-0.523955699328426,-0.510167369672522,-0.0993753859242538,0.65151732906327
"Lambda","clr_ASV_69","AR_d2",-2.08129777824589,-1.34648702770022,-0.970824328178818,-0.959313190406373,-0.572553306767148,0.160377022395478
"Lambda","clr_ASV_69","AR_e1",-2.09749345610677,-1.45639649346685,-1.12201071076923,-1.11871521281087,-0.793173765387096,-0.139307986504109
"Lambda","clr_ASV_69","AR_e2",-2.03884894127796,-1.3717488916569,-1.00742248608031,-1.01480985679453,-0.676326422837457,0.0511258849990257
"Lambda","clr_ASV_7","AR_d1",-0.765172576223527,-0.304767443160308,-0.0570608420461023,-0.0501775194269878,0.200340169030714,0.672958746151955
"Lambda","clr_ASV_7","AR_d2",-1.03500042017366,-0.558881171327609,-0.314927066651914,-0.320001552326733,-0.0757029267884057,0.375660184227793
"Lambda","clr_ASV_7","AR_e1",-1.43383620825791,-1.08620792318314,-0.875043150382302,-0.881705252570789,-0.674713879275862,-0.337670603749815
"Lambda","clr_ASV_7","AR_e2",-1.0983261163249,-0.721943559261585,-0.522458062143029,-0.528693809120767,-0.330727685080238,0.0519160118961022
"Lambda","clr_ASV_70","AR_d1",-0.947676362034886,-0.466409684337137,-0.20183417617368,-0.206699462043596,0.0539235946172156,0.561393617759038
"Lambda","clr_ASV_70","AR_d2",-1.36312139572317,-0.895170495380208,-0.654063078652214,-0.647067952711722,-0.392726299220839,0.0782986811287501
"Lambda","clr_ASV_70","AR_e1",-0.391320413973249,-0.00883128566442723,0.185551084756891,0.184563819802926,0.375777708444272,0.771706289231287
"Lambda","clr_ASV_70","AR_e2",-1.31589590274624,-0.926379981939673,-0.717312210205811,-0.721468389769271,-0.516960362847204,-0.133967045706214
"Lambda","clr_ASV_71","AR_d1",-1.85440228063015,-1.03283525303318,-0.551854931739793,-0.559886373915405,-0.112719102913635,0.709244168359627
"Lambda","clr_ASV_71","AR_d2",-0.69240696239216,0.182613094159021,0.623694517420866,0.620733808185935,1.03953945063959,2.00933773207368
"Lambda","clr_ASV_71","AR_e1",-0.543537950623749,0.150228587846111,0.516438501154613,0.516525033465199,0.872394859745052,1.66308333613832
"Lambda","clr_ASV_71","AR_e2",-0.354769848595068,0.413021779493386,0.772989622668137,0.793223313821254,1.16874846924242,1.92544059825012
"Lambda","clr_ASV_72","AR_d1",-2.18499560171669,-0.893516151713848,-0.228989536429873,-0.238575621533711,0.418018609130258,1.67015569745835
"Lambda","clr_ASV_72","AR_d2",-1.83765632054787,-0.722194356206381,-0.111467020292971,-0.104915967539752,0.496884129427768,1.68365809789752
"Lambda","clr_ASV_72","AR_e1",-1.00398199647371,0.0313052198289652,0.513482173578778,0.522795057207844,1.02206073604464,2.04457768660557
"Lambda","clr_ASV_72","AR_e2",-2.2011422317465,-1.1982620482334,-0.696708022507485,-0.673029015991604,-0.161187256074119,0.966907152651346
"Lambda","clr_ASV_73","AR_d1",-2.48414303491311,-1.32404696169113,-0.766574419402255,-0.784306654120324,-0.237968629450021,0.833129301568437
"Lambda","clr_ASV_73","AR_d2",-2.69779417045259,-1.69834927175302,-1.21538602467128,-1.19780396396178,-0.683082282785849,0.297619089550979
"Lambda","clr_ASV_73","AR_e1",-3.55234889537321,-2.58506358399238,-2.11634007057168,-2.12817145389922,-1.6703146568394,-0.79492065856186
"Lambda","clr_ASV_73","AR_e2",-3.36002601079108,-2.37934419188206,-1.93403452875032,-1.93991660478513,-1.50340502436691,-0.592826378758485
"Lambda","clr_ASV_74","AR_d1",-1.71842885366669,-0.978995991775685,-0.578993756576257,-0.58074319469135,-0.189653151786473,0.562531835240045
"Lambda","clr_ASV_74","AR_d2",-1.58128370123421,-0.815255170599356,-0.413524726965263,-0.425254804154361,-0.029161248830125,0.655858447105432
"Lambda","clr_ASV_74","AR_e1",-2.26644456541777,-1.62373153357546,-1.27785268802217,-1.29085335436792,-0.954533455817736,-0.377691541210164
"Lambda","clr_ASV_74","AR_e2",-1.62951000578205,-0.945884680987111,-0.606051539558009,-0.619552067961067,-0.301284857612993,0.336211186773419
"Lambda","clr_ASV_75","AR_d1",-0.842386906077837,-0.143289898671471,0.225476029427042,0.233796711355661,0.599111139305216,1.42320656718179
"Lambda","clr_ASV_75","AR_d2",-1.11245593465356,-0.460518589482695,-0.0865939613939124,-0.0867009258596552,0.277163194733229,1.02397417889399
"Lambda","clr_ASV_75","AR_e1",-1.12042142442344,-0.579927037880831,-0.255893635197439,-0.266154025634414,0.0451070914960167,0.578406253169929
"Lambda","clr_ASV_75","AR_e2",-2.32206112894671,-1.72018847052028,-1.39693597888336,-1.38915877474776,-1.04473430510896,-0.467095639654688
"Lambda","clr_ASV_76","AR_d1",-0.607461995868047,0.243367780483214,0.668211258858224,0.655241705695605,1.06922629880079,1.83265741580446
"Lambda","clr_ASV_76","AR_d2",-0.942261834454964,-0.18763136590986,0.194438053999365,0.203037057995966,0.582834102834361,1.34042080994967
"Lambda","clr_ASV_76","AR_e1",-0.495697746939437,0.0960892754732748,0.423385558082023,0.435815907631056,0.74882441470293,1.4613744670636
"Lambda","clr_ASV_76","AR_e2",-0.480042088510206,0.19556023567714,0.537651137261762,0.542572905530587,0.889792528548038,1.5910589316536
"Lambda","clr_ASV_77","AR_d1",-2.82147974633798,-1.76805510753943,-1.21101487987477,-1.20899404173012,-0.660522098339674,0.434665700982237
"Lambda","clr_ASV_77","AR_d2",-0.741524651628585,0.251883277021614,0.793042056189276,0.801605146935616,1.34836612519548,2.42627759663354
"Lambda","clr_ASV_77","AR_e1",1.43444984090093,2.29183774362348,2.76348518639147,2.77351927473538,3.24198914829821,4.24298564061726
"Lambda","clr_ASV_77","AR_e2",1.60116549706823,2.51604005292532,2.98948259941213,3.00231533944756,3.494589158507,4.43158071124096
"Lambda","clr_ASV_79","AR_d1",-1.2360665197228,-0.457652668266511,-0.0509495527049422,-0.0369522962404338,0.368087197893099,1.22169592311583
"Lambda","clr_ASV_79","AR_d2",0.0633825990744928,0.888129150887839,1.27082692146807,1.28153784285929,1.68274400395998,2.45656467591981
"Lambda","clr_ASV_79","AR_e1",0.303326369141976,0.951648868000282,1.2917373810139,1.29341366776854,1.63973339696299,2.30369094134439
"Lambda","clr_ASV_79","AR_e2",0.598334559078671,1.22416745764686,1.60521715905529,1.60381483325558,1.95219215346792,2.65255131746027
"Lambda","clr_ASV_8","AR_d1",-0.528542507248966,-0.0724935116778632,0.154947685160846,0.15823349725588,0.383570228596713,0.858545955546571
"Lambda","clr_ASV_8","AR_d2",-0.751077777334926,-0.246861259565154,-0.00285212953130185,-0.0144213586659841,0.219952892899459,0.62777674852858
"Lambda","clr_ASV_8","AR_e1",-0.565570528206613,-0.196532337614335,-0.0101200856267376,-0.0129204624642957,0.170166526562572,0.525382223681152
"Lambda","clr_ASV_8","AR_e2",-0.584821897608076,-0.195649752280238,-0.0165241674186887,-0.0132577628027026,0.177107372629826,0.548589152565134
"Lambda","clr_ASV_80","AR_d1",-1.35785095715219,-0.839037740173402,-0.589854039911744,-0.589977569517703,-0.324843250052527,0.137258099018164
"Lambda","clr_ASV_80","AR_d2",-0.713955708511764,-0.205242179500618,0.0233602706314154,0.0314989630157529,0.279289323149738,0.725691023878499
"Lambda","clr_ASV_80","AR_e1",-0.619748373781812,-0.225748245246624,-0.0229099715492625,-0.0178887036953917,0.190493096824317,0.578659556770959
"Lambda","clr_ASV_80","AR_e2",-0.661408404172559,-0.28486324488288,-0.0649421688732314,-0.066411715618931,0.142316789296107,0.5742839309314
"Lambda","clr_ASV_81","AR_d1",-1.35614226712465,-0.0507128851787821,0.580141561004336,0.578580295264184,1.22159090231625,2.41326539450761
"Lambda","clr_ASV_81","AR_d2",0.0766237958688042,1.10274843770144,1.70059189403205,1.74045670362225,2.33125489077117,3.64552710269993
"Lambda","clr_ASV_81","AR_e1",0.129392993420028,1.23852842645728,1.76163249087198,1.76624885259641,2.28878686450041,3.46799037186832
"Lambda","clr_ASV_81","AR_e2",-0.0618542836297034,1.02009602539319,1.55981185613716,1.5686954079603,2.1113528105993,3.27330920852271
"Lambda","clr_ASV_82","AR_d1",-1.03243165153918,-0.506230320302553,-0.234214367660012,-0.216387245643182,0.0703747307237094,0.62411382597343
"Lambda","clr_ASV_82","AR_d2",-0.77515031278124,-0.248630577013017,0.030625658973114,0.0230888214592907,0.297861632055159,0.815406653854403
"Lambda","clr_ASV_82","AR_e1",-0.958253682409885,-0.498974111787089,-0.26203064888729,-0.257244580349693,-0.0179966169474073,0.424823090970386
"Lambda","clr_ASV_82","AR_e2",-0.933001398438955,-0.469265007576001,-0.239794861760644,-0.228944822823995,-0.00438060530364038,0.482716787630338
"Lambda","clr_ASV_83","AR_d1",-0.0938158099125668,0.982429428945426,1.50344122317116,1.50512047747802,2.02266341762349,3.13600991464347
"Lambda","clr_ASV_83","AR_d2",-0.712612392949994,0.291315644341166,0.789151644277766,0.809159219516512,1.31242234866791,2.42779273771824
"Lambda","clr_ASV_83","AR_e1",0.514296543876938,1.31674285215014,1.73631656769015,1.75754635053767,2.20907295759263,3.10025636673763
"Lambda","clr_ASV_83","AR_e2",-1.56654062284832,-0.735840945653347,-0.261418022284167,-0.238753691425065,0.231936874161568,1.15651521285094
"Lambda","clr_ASV_85","AR_d1",-1.03258683269909,-0.34370255687528,0.0254243230559294,0.0209576078645948,0.366832434144852,1.12244715076648
"Lambda","clr_ASV_85","AR_d2",-0.697835376973402,-0.0183851085961607,0.307026626920054,0.316698744359487,0.656955576681736,1.34532383001114
