time,signal
10.250167,3.6506
10.2585,3.17955
10.266833,2.8457
10.275167,2.598
10.2835,2.4114
10.291833,2.2686
10.300167,2.1619
10.3085,2.0888
10.316833,2.03555
10.325167,2.01585
10.3335,2.02535
10.341833,2.0752
10.350167,2.1706
10.3585,2.32105
10.366833,2.5408
10.375167,2.84405
10.3835,3.2539
10.391833,3.78965
10.400167,4.47825
10.4085,5.35045
10.416833,6.432
10.425167,7.75665
10.4335,9.3531
10.441833,11.24895
10.450167,13.4734
10.4585,16.0419
10.466833,18.9642
10.475167,22.2351
10.4835,25.8413
10.491833,29.75595
10.500167,33.935651
10.5085,38.329951
10.516833,42.889851
10.525167,47.560551
10.5335,52.297051
10.541833,57.058251
10.550167,61.797801
10.5585,66.475101
10.566833,71.019301
10.575167,75.361151
10.5835,79.435351
10.591833,83.170901
10.600167,86.504351
10.6085,89.367651
10.616833,91.656251
10.625167,93.149501
10.6335,93.339551
10.641833,91.307301
10.650167,86.740701
10.6585,80.770801
10.666833,74.680851
10.675167,69.048051
10.6835,64.006751
10.691833,59.560051
10.700167,55.678551
10.7085,52.346851
10.716833,49.483551
10.725167,47.038501
10.7335,44.930751
10.741833,43.102401
10.750167,41.475701
10.7585,40.004701
10.766833,38.650001
10.775167,37.387801
10.7835,36.198151
10.791833,35.065051
10.800167,33.984451
10.8085,32.95215
10.816833,31.96485
10.825167,31.0244
10.8335,30.12315
10.841833,29.26595
10.850167,28.458
10.8585,27.6918
10.866833,26.9549
10.875167,26.2558
10.8835,25.58905
10.891833,24.9569
10.900167,24.34945
10.9085,23.76915
10.916833,23.21465
10.925167,22.6838
10.9335,22.1721
10.941833,21.67735
10.950167,21.20025
10.9585,20.73715
10.966833,20.29315
10.975167,19.85815
10.9835,19.43695
10.991833,19.0271
11.000167,18.6347
11.0085,18.2506
11.016833,17.8725
11.025167,17.50685
11.0335,17.1489
11.041833,16.8035
11.050167,16.4628
11.0585,16.1328
11.066833,15.8086
11.075167,15.4929
11.0835,15.18065
11.091833,14.8781
11.100167,14.57945
11.1085,14.2859
11.116833,13.999
11.125167,13.715
11.1335,13.43735
11.141833,13.1699
11.150167,12.90745
11.1585,12.65045
11.166833,12.39985
11.175167,12.15005
11.1835,11.91115
11.191833,11.6739
11.200167,11.43905
11.2085,11.21145
11.216833,10.98645
11.225167,10.76555
11.2335,10.54875
11.241833,10.33775
11.250167,10.12785
11.2585,9.9223
11.266833,9.7213
11.275167,9.5235
11.2835,9.32945
11.291833,9.13775
11.300167,8.9542
11.3085,8.7724
11.316833,8.5964
11.325167,8.4198
11.3335,8.2483
11.341833,8.0804
11.350167,7.91475
11.3585,7.7537
11.366833,7.59705
11.375167,7.4423
11.3835,7.2905
11.391833,7.1413
11.400167,6.99385
11.4085,6.8505
11.416833,6.70885
11.425167,6.56985
11.4335,6.43345
11.441833,6.30135
11.450167,6.17615
11.4585,6.04985
11.466833,5.9263
11.475167,5.8071
11.4835,5.69115
11.491833,5.5769
11.500167,5.4643
11.5085,5.3558
11.516833,5.2494
