time,signal
5.058333,7.7154
5.066667,6.15355
5.075,4.87375
5.083333,3.8304
5.091667,2.98555
5.1,2.3037
5.108333,1.7503
5.116667,1.2998
5.125,0.9362
5.133333,0.6403
5.141667,0.39395
5.15,0.1915
5.158333,0.02435
5.166667,-0.1184
5.175,-0.23705
5.183333,-0.3389
5.191667,-0.4244
5.2,-0.497
5.208333,-0.5557
5.216667,-0.6026
5.225,-0.63665
5.233333,-0.6569
5.241667,-0.65905
5.25,-0.6483
5.258333,-0.62065
5.266667,-0.57915
5.275,-0.52965
5.283333,-0.47165
5.291667,-0.4182
5.3,-0.36955
5.308333,-0.33545
5.316667,-0.3158
5.325,-0.3182
5.333333,-0.3363
5.341667,-0.3724
5.35,-0.4202
5.358333,-0.4753
5.366667,-0.53455
5.375,-0.59205
5.383333,-0.6422
5.391667,-0.688
5.4,-0.72415
5.408333,-0.7505
5.416667,-0.7698
5.425,-0.78375
5.433333,-0.79175
5.441667,-0.80025
5.45,-0.80755
5.458333,-0.8165
5.466667,-0.82785
5.475,-0.84075
5.483333,-0.85615
5.491667,-0.8739
5.5,-0.89235
5.508333,-0.91075
5.516667,-0.92725
5.525,-0.94
5.533333,-0.9511
5.541667,-0.9595
5.55,-0.96555
5.558333,-0.9663
5.566667,-0.9665
5.575,-0.9663
5.583333,-0.96375
5.591667,-0.96115
5.6,-0.96405
5.608333,-0.9656
5.616667,-0.9682
5.625,-0.97335
5.633333,-0.9806
5.641667,-0.9886
5.65,-0.99805
5.658333,-1.00915
5.666667,-1.0214
5.675,-1.0332
5.683333,-1.04625
5.691667,-1.06085
5.7,-1.07305
5.708333,-1.08495
5.716667,-1.09445
5.725,-1.10545
5.733333,-1.11425
5.741667,-1.11985
5.75,-1.12625
5.758333,-1.12935
5.766667,-1.13235
5.775,-1.1351
5.783333,-1.1369
5.791667,-1.1418
5.8,-1.1466
5.808333,-1.1522
5.816667,-1.16085
5.825,-1.16815
5.833333,-1.17265
5.841667,-1.17695
5.85,-1.1814
5.858333,-1.18135
5.866667,-1.17595
5.875,-1.16625
5.883333,-1.1493
5.891667,-1.1258
5.9,-1.09925
5.908333,-1.0649
5.916667,-1.0285
5.925,-0.9924
5.933333,-0.95645
5.941667,-0.925
5.95,-0.90005
5.958333,-0.88465
5.966667,-0.87555
5.975,-0.87555
5.983333,-0.88485
5.991667,-0.90015
6,-0.9238
6.008333,-0.9498
6.016667,-0.97805
6.025,-1.00865
6.033333,-1.0376
6.041667,-1.0686
6.05,-1.0952
6.058333,-1.1189
6.066667,-1.13985
6.075,-1.15885
6.083333,-1.17665
6.091667,-1.19125
6.1,-1.20625
6.108333,-1.21835
6.116667,-1.2284
6.125,-1.2359
6.133333,-1.2403
6.141667,-1.24675
6.15,-1.25095
6.158333,-1.2572
6.166667,-1.26035
6.175,-1.2627
6.183333,-1.26755
6.191667,-1.2679
6.2,-1.27155
6.208333,-1.2766
6.216667,-1.27935
6.225,-1.2825
6.233333,-1.28675
6.241667,-1.2892
6.25,-1.29195
6.258333,-1.29675
6.266667,-1.3025
6.275,-1.3054
6.283333,-1.30465
6.291667,-1.3072
6.3,-1.3088
6.308333,-1.3075
6.316667,-1.29855
6.325,-1.28435
6.333333,-1.2474
6.341667,-1.17305
6.35,-1.03035
6.358333,-0.7577
6.366667,-0.2555
6.375,0.6403
6.383333,2.16975
6.391667,4.64645
6.4,8.3682
6.408333,13.49155
6.416667,19.8381
6.425,26.8378
6.433333,33.730401
6.441667,39.868201
6.45,44.913951
6.458333,48.854351
6.466667,51.841351
6.475,54.073101
6.483333,55.726751
6.491667,56.953301
6.5,57.864251
6.508333,58.542151
6.516667,59.046351
6.525,59.421351
6.533333,59.698751
6.541667,59.903351
6.55,60.051151
6.558333,60.154851
6.566667,60.227451
6.575,60.270601
6.583333,60.300551
6.591667,60.306551
6.6,60.292901
6.608333,60.252651
6.616667,60.161451
6.625,59.957451
6.633333,59.496501
6.641667,58.527801
6.65,56.759401
6.658333,53.984151
6.666667,50.133651
6.675,45.289751
6.683333,39.702701
6.691667,33.766301
6.7,27.93415
6.708333,22.6017
6.716667,18.00205
6.725,14.21265
6.733333,11.18175
6.741667,8.7967
6.75,6.944
6.758333,5.49995
6.766667,4.3719
6.775,3.4802
6.783333,2.7702
6.791667,2.1998
6.8,1.7349
6.808333,1.3537
6.816667,1.0372
6.825,0.77515
6.833333,0.55465
6.841667,0.37255
6.85,0.2161
6.858333,0.08815
6.866667,-0.0172
6.875,-0.1041
6.883333,-0.1761
6.891667,-0.23215
6.9,-0.2785
6.908333,-0.317
6.916667,-0.349
6.925,-0.37735
6.933333,-0.40365
6.941667,-0.4288
6.95,-0.45725
6.958333,-0.4893
6.966667,-0.523
6.975,-0.5624
6.983333,-0.60485
6.991667,-0.6481
7,-0.6935
7.008333,-0.7392
7.016667,-0.78295
7.025,-0.825
7.033333,-0.8644
7.041667,-0.9001
7.05,-0.9332
7.058333,-0.9629
7.066667,-0.98915
7.075,-1.00855
7.083333,-1.02715
7.091667,-1.04295
7.1,-1.05625
7.108333,-1.06945
7.116667,-1.08025
7.125,-1.09245
7.133333,-1.1016
7.141667,-1.11165
7.15,-1.1209
7.158333,-1.1303
7.166667,-1.1403
7.175,-1.14985
7.183333,-1.1587
7.191667,-1.1685
7.2,-1.1777
7.208333,-1.1867
7.216667,-1.19475
7.225,-1.20175
7.233333,-1.2112
7.241667,-1.22115
7.25,-1.2291
7.258333,-1.2369
7.266667,-1.24925
7.275,-1.2562
7.283333,-1.27175
7.291667,-1.28335
7.3,-1.29325
7.308333,-1.30725
7.316667,-1.31865
7.325,-1.32855
7.333333,-1.33935
7.341667,-1.35275
7.35,-1.3619
7.358333,-1.3736
7.366667,-1.3831
7.375,-1.39305
7.383333,-1.40185
7.391667,-1.4105
7.4,-1.4183
7.408333,-1.424
7.416667,-1.4328
7.425,-1.4389
7.433333,-1.4453
7.441667,-1.4512
7.45,-1.45755
7.458333,-1.462
7.466667,-1.467
7.475,-1.46635
7.483333,-1.472
7.491667,-1.4747
7.5,-1.47815
7.508333,-1.479
7.516667,-1.48125
7.525,-1.4834
7.533333,-1.4853
7.541667,-1.4869
7.55,-1.4881
7.558333,-1.4906
7.566667,-1.4923
7.575,-1.49555
7.583333,-1.4972
7.591667,-1.49885
7.6,-1.50085
7.608333,-1.50315
7.616667,-1.50245
7.625,-1.50315
7.633333,-1.50565
7.641667,-1.5048
7.65,-1.5042
7.658333,-1.50425
7.666667,-1.50385
7.675,-1.50265
7.683333,-1.49905
7.691667,-1.4987
7.7,-1.4961
7.708333,-1.4916
7.716667,-1.4886
7.725,-1.48755
7.733333,-1.48645
7.741667,-1.4853
7.75,-1.4821
7.758333,-1.48405
7.766667,-1.48275
7.775,-1.4836
7.783333,-1.4859
7.791667,-1.48895
7.8,-1.4914
7.808333,-1.49545
7.816667,-1.5001
7.825,-1.5045
7.833333,-1.50865
7.841667,-1.5127
7.85,-1.51715
7.858333,-1.5204
7.866667,-1.52645
7.875,-1.52745
7.883333,-1.53075
7.891667,-1.5333
7.9,-1.53695
7.908333,-1.54015
7.916667,-1.54045
7.925,-1.53955
7.933333,-1.54245
7.941667,-1.54385
7.95,-1.5431
7.958333,-1.5448
7.966667,-1.546
7.975,-1.54765
7.983333,-1.5485
7.991667,-1.5482
8,-1.5491
8.008333,-1.55135
8.016667,-1.55325
8.025,-1.553
8.033333,-1.554
8.041667,-1.555
8.05,-1.55485
8.058333,-1.55665
8.066667,-1.555
8.075,-1.55535
8.083333,-1.5555
8.091667,-1.55335
8.1,-1.5527
8.108333,-1.55035
8.116667,-1.5471
8.125,-1.54625
8.133333,-1.544
8.141667,-1.541
8.15,-1.53975
8.158333,-1.53725
8.166667,-1.5355
8.175,-1.5337
8.183333,-1.53335
8.191667,-1.53295
8.2,-1.53505
8.208333,-1.53625
8.216667,-1.53795
8.225,-1.5402
8.233333,-1.5453
8.241667,-1.5491
8.25,-1.5545
8.258333,-1.5606
8.266667,-1.5659
8.275,-1.57025
8.283333,-1.57555
8.291667,-1.5816
8.3,-1.58795
8.308333,-1.5896
8.316667,-1.5945
8.325,-1.5985
8.333333,-1.6021
8.341667,-1.60425
8.35,-1.6056
8.358333,-1.60555
8.366667,-1.6054
8.375,-1.60485
8.383333,-1.6036
8.391667,-1.6022
8.4,-1.6008
8.408333,-1.59825
8.416667,-1.59685
8.425,-1.59715
8.433333,-1.59375
8.441667,-1.59615
8.45,-1.5946
8.458333,-1.596
8.466667,-1.5971
8.475,-1.5984
8.483333,-1.6007
8.491667,-1.6029
8.5,-1.60645
8.508333,-1.60985
8.516667,-1.6104
8.525,-1.61445
8.533333,-1.6187
8.541667,-1.62085
8.55,-1.6236
8.558333,-1.62585
8.566667,-1.62785
8.575,-1.6298
8.583333,-1.63165
8.591667,-1.6339
8.6,-1.6374
8.608333,-1.6398
8.616667,-1.6408
8.625,-1.64335
8.633333,-1.6476
8.641667,-1.6482
8.65,-1.65015
8.658333,-1.65165
8.666667,-1.6538
8.675,-1.65775
