GeneFamily,D1H16V1,D1H16V2,D1H16V3,D1H16V4,D1H16V7,D1H16V8,D1H8V1,D1H8V2,D1H8V3,D1H8V4,D1H8V7,D1H8V8,D2H16V1,D2H16V2,D2H16V3,D2H16V4,D2H16V7,D2H16V8,D2H8V1,D2H8V2,D2H8V3,D2H8V4,D2H8V7,D2H8V8
KO:K02870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02871,12044,17396,21172,11356,15075,16124,8244,15828,9072,15410,5861,6212,6885,15676,16919,5663,12577,9680,6961,8703,13636,10114,5837,10123
KO:K02872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02874,10394,15314,21739,11943,19017,16014,7700,10000,9199,16965,7812,6464,7522,11666,13730,7274,15105,11345,10532,7337,15468,12272,6395,8528
KO:K02876,17793,24908,27566,19234,30603,24848,11532,16545,10451,19037,12638,10069,10839,17985,19712,13540,25764,21113,17331,11540,23173,19595,9442,12595
KO:K02878,9559,14946,22215,10203,16895,13255,8131,9634,9689,16814,7205,6648,8099,13655,13587,7419,14825,12240,9276,7761,15411,12186,5841,8449
KO:K02879,11183,15038,19506,10462,18123,14925,8506,10530,6883,11840,7184,6533,7512,11046,14564,8971,14514,11971,9152,6615,14818,12535,5619,8261
KO:K02880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02881,10508,15801,20421,11721,18427,15979,7756,10079,8545,13398,7231,6101,7356,12265,13910,7031,14467,11394,9829,6904,16110,11085,5638,8301
KO:K02884,18314,27606,24391,19024,33259,29286,8492,17232,8516,21401,10741,8742,8792,17178,20025,12964,26679,19524,14133,10246,17770,19981,11003,12904
KO:K02886,17417,27229,33465,19030,28725,26089,15238,18594,14503,27963,11192,10767,14582,24581,23364,15621,27451,26738,16431,14154,24274,20728,9725,14742
KO:K02887,10283,15208,23606,12341,14534,15005,6941,9503,7285,18652,4965,4984,6840,12430,17217,9157,14664,12498,11354,7493,18014,15171,5819,8821
KO:K02888,10375,14669,18694,9073,13115,10982,7300,12678,7734,17739,5280,6017,6460,12396,14649,6129,11651,10633,8795,7956,14536,11708,6110,10055
KO:K02890,8259,12804,17435,9139,14631,11738,6762,7974,7081,13795,5969,4652,6735,10763,11119,6281,13147,10515,7907,6102,12050,10017,4789,7226
KO:K02892,8130,11582,15665,8126,11823,10631,7389,8682,6806,13811,4979,4871,6035,11203,9851,5878,9901,9278,8214,7407,10729,9446,4077,6694
KO:K02895,10767,15247,20279,12583,18537,16680,8353,10092,9032,16796,7768,6631,7358,11357,11676,7453,14285,11520,10141,7244,14360,11989,6149,8392
KO:K02896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02897,7660,10321,8668,7737,9852,10625,5070,9680,4861,9974,4878,4390,5470,8557,7227,6070,9466,8321,6136,4830,6972,7894,4935,6220
KO:K02899,9261,13735,17402,9264,13596,12059,7474,11579,7628,16021,6018,5548,6045,10538,13086,5951,12844,10991,7970,7071,12984,10611,5722,8357
KO:K02900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02902,3177,6498,7332,4458,7776,6494,1913,4243,4127,7338,2304,2580,3251,4459,5379,3662,9669,7445,3818,2395,5961,6014,2927,3591
KO:K02904,5777,8527,13472,6122,9046,8111,4640,5514,5880,9789,3938,3973,4454,8234,8264,4298,8156,7239,5449,4543,9348,6727,3175,5012
KO:K02906,17364,23358,29452,17778,26210,22507,12559,19535,11480,31071,12089,9807,11992,20521,18660,12295,22348,18328,16377,14200,20787,22263,10197,14962
KO:K02907,7922,10368,13687,8587,11923,10580,5216,7298,6032,8484,5301,4437,4709,8104,8903,4887,8882,7191,7117,5429,10371,7969,3884,6007
KO:K02909,13234,16681,14330,11705,15818,15705,6982,11354,6130,13222,4980,5772,8633,13733,13339,16738,18623,17742,16943,7605,10949,23199,6466,7691
KO:K02911,5469,8273,13737,6599,10343,8638,4012,7897,6028,8670,4997,3993,5164,7507,12132,4155,11776,7269,5663,4045,9598,6817,4421,4904
KO:K02913,7035,10590,12564,6270,9671,8455,5426,9754,5453,11177,3615,4133,5270,9371,10107,4849,10408,9543,5574,5476,9816,7066,4168,6754
KO:K02914,2658,4592,2614,2659,4097,2825,2320,3462,1738,3104,1847,1596,2065,3186,1629,1730,3560,2756,3214,2260,1855,3536,1478,1910
KO:K02916,7422,10361,18820,9670,10994,12150,5128,7962,5607,16029,4110,3784,4789,8967,11370,6013,10605,8648,8658,5481,13812,10746,4615,6973
KO:K02919,3252,4113,6879,3294,3933,4304,3095,4163,2817,3606,2186,2035,2408,4052,4418,1625,4056,3156,2725,2363,4868,3002,1702,3012
KO:K02925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02926,14091,20384,25910,14630,21765,18200,11451,15514,11071,25607,9757,8779,10333,18112,16808,10703,17975,15358,14687,12748,18428,18525,7712,12065
KO:K02930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02931,13597,19725,28759,15649,22977,20078,11499,12348,12118,21068,9159,8472,10402,15807,18529,10726,18603,15595,12284,9205,20295,14668,7009,10666
KO:K02933,12352,19439,25241,14478,21428,18911,9018,11352,10052,17171,8308,7148,9192,14818,17929,10002,17361,14855,11643,8292,19822,13739,6684,9650
KO:K02934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02935,29234,36696,41444,25451,46450,36890,17565,25563,16255,35997,19543,17697,12505,23908,31293,21086,36050,30447,30199,18261,33107,36802,15569,20808
KO:K02936,13,11,39,10,1,34,11,6,41,21,1,36,18,9,15,6,0,12,13,8,17,9,0,14
KO:K02938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02939,5237,9107,9521,6586,12572,13075,3464,5125,5652,10918,3707,3477,4035,3926,6591,4278,9169,7782,3857,2127,6950,5314,3980,5445
KO:K02945,15561,26398,30382,23322,38244,34603,8535,12082,10375,29802,10840,7712,10131,11842,26900,19240,28202,24618,10885,8775,22891,22737,10960,13433
KO:K02946,10877,15161,18137,11264,16332,14167,7425,13374,6896,19362,6777,6091,7219,12941,11994,7936,14755,12452,9788,8327,12502,13572,6175,9724
KO:K02948,14232,20623,24063,14667,26480,23410,10108,15408,8629,14847,10810,8527,9664,14183,18759,11218,23724,18056,13921,8822,19782,17983,8977,11156
KO:K02950,12567,18225,23893,12350,17750,15278,9253,15186,9666,18756,8166,7121,9703,14398,19043,11096,18087,15157,10538,8123,17424,13504,6819,10767
KO:K02952,9427,14028,17755,10533,16637,14768,6597,10096,6571,10688,6637,5241,6639,10052,13307,6933,14962,10995,8927,5903,13550,11018,5409,7580
KO:K02954,9543,13531,18476,12134,16018,15332,6286,7961,7305,14798,6101,5376,5961,10691,11861,7702,13817,11802,8573,5511,12964,10119,4594,6802
KO:K02956,6652,11362,12853,7537,11788,9309,3566,7423,5174,7877,3268,3989,5230,9104,11689,5263,10673,7172,5388,4156,8990,7551,3589,4885
KO:K02959,13847,16611,14070,13144,20144,18161,7150,12641,6340,16690,6784,5688,6564,10733,9858,8268,12886,11146,10600,6213,10633,13526,5822,8314
KO:K02961,7282,10523,15444,8298,12535,11123,5424,6826,6994,12083,4932,4600,5183,9166,8546,5126,10288,8634,7360,5297,10533,8444,4168,6108
KO:K02963,7567,11818,13777,7789,12364,11868,6314,10488,5374,12506,5084,4471,5374,9495,9590,4331,9055,7538,6025,5247,9866,7322,4764,7152
KO:K02965,6722,10118,15435,7415,11007,10013,5377,6795,6648,11252,4739,4256,4785,9230,10152,4666,9838,8733,6125,5250,10409,7259,3577,5900
KO:K02967,13801,21131,20314,15694,21535,22971,8114,18130,9984,21089,7954,7947,9007,14992,15379,10668,19154,16244,9403,9405,15191,16146,9218,14284
KO:K02968,5972,9146,10867,4869,8800,6338,4225,6377,5376,7323,3493,3422,4465,7571,9306,3875,9888,6950,5208,4081,7617,6733,3054,4284
KO:K02970,4956,7814,11073,5526,7129,6173,3347,6214,4576,6582,3195,2606,3678,6840,10011,4143,9238,6838,5050,3104,7346,5892,3282,3578
KO:K02972,27,16,36,17,34,28,23,7,33,95,35,107,43,6,29,3,7,18,83,13,28,103,11,23
KO:K02977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02982,13050,20415,28594,14277,22973,17710,11577,13796,12709,22528,9713,8423,11841,18324,17868,10555,20590,17156,12365,10553,20448,16250,7894,12025
KO:K02983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02986,19039,25162,29175,18260,31214,27559,14766,19187,11276,21191,12864,11279,13455,19612,19817,16302,28496,21924,17373,11924,23302,24210,11082,14450
KO:K02987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K02988,13508,19897,24753,14873,22302,18762,10028,13540,11691,16223,9402,8565,9821,14974,16439,9366,16571,13442,12194,9302,19103,14246,7051,10613
KO:K02990,8538,11492,14711,8035,11430,11058,6369,12145,5823,12454,5419,4674,5500,10485,9413,4180,8409,7242,6451,5640,10628,7732,4930,7525
KO:K02992,12603,19732,26396,16030,21025,22306,9231,17784,11565,23846,8542,7381,10460,15315,21664,12834,21441,19195,10895,8289,20402,16545,7822,13183
KO:K02994,11496,16470,22559,13810,18720,17159,8108,10276,9375,16955,7259,6649,7774,12727,15002,8574,14935,12951,10466,7390,16700,12791,5926,8531
KO:K02996,10574,15456,19975,10317,14058,14796,6945,13888,8834,14163,5550,5685,7229,13607,16649,6670,12678,9831,7379,7920,13158,10188,5957,9264
KO:K02997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03040,23481,31292,40029,21299,36991,32949,16902,21919,14016,24410,14931,13316,15918,23637,29449,18675,32284,25937,19060,13687,31418,25762,12226,17469
KO:K03043,51447,76999,71974,40902,86767,75118,39050,52013,31274,64634,36657,31957,43683,63454,66749,63399,91492,80789,50630,32807,66729,56072,30261,35350
KO:K03046,54880,67046,69199,42619,68361,50247,43842,57348,33837,46184,36011,33051,41826,66111,53504,56182,58717,53636,46975,35592,56609,49632,27899,33755
KO:K03048,180,129,4667,230,72,347,121,177,725,577,81,267,213,325,2846,102,72,424,165,108,4218,151,83,442
KO:K03060,641,514,2005,511,505,588,658,685,810,1045,446,651,650,774,1817,319,471,616,517,385,1214,484,411,679
KO:K03070,9905,12886,15557,9081,11371,9689,10410,14541,10804,14193,8323,8742,13583,16915,10647,10617,15137,14483,9299,8346,11831,12805,7731,10534
KO:K03071,13,3,62,1,2,10,31,4,46,13,4,43,55,0,52,0,3,19,13,2,34,12,3,14
KO:K03072,453,464,425,360,537,380,709,390,300,631,239,511,751,577,267,350,522,517,672,379,291,679,284,302
KO:K03073,14723,20500,17322,10892,21812,17484,11663,16036,6736,18369,8981,8242,9458,16905,14925,13113,20541,17732,13675,10826,14454,15913,8278,10911
KO:K03074,263,218,292,154,223,196,401,196,255,270,120,332,369,189,162,131,158,259,359,150,209,304,139,146
KO:K03075,2950,4875,6874,3187,4987,5366,2157,4031,2635,4738,1932,2578,3208,4787,6094,3116,6303,6527,3190,2028,5776,4189,2319,3106
KO:K03076,31178,46697,51647,31872,53325,43798,22305,27315,19770,32464,20564,17614,25004,37976,35416,32719,52201,43981,28822,20403,43568,32087,16146,21609
KO:K03077,445,569,244,537,613,466,481,745,196,855,525,479,1142,587,373,558,309,424,545,444,252,458,427,435
KO:K03078,15,5,20,4,2,16,16,11,29,12,5,37,59,2,26,0,0,5,19,4,28,2,3,8
KO:K03079,293,271,359,206,271,165,338,520,477,272,409,308,296,367,299,95,206,162,221,191,384,137,365,272
KO:K03080,95,34,135,51,7,119,147,38,88,57,2,92,212,22,58,17,3,47,146,30,75,57,5,67
KO:K03081,334,194,484,272,166,182,353,515,603,512,396,404,427,278,368,80,157,157,206,131,469,117,295,340
KO:K03082,350,255,594,287,298,203,411,459,747,615,433,422,464,308,447,115,198,215,245,158,567,176,364,366
KO:K03086,13335,18164,18925,12964,21445,17121,10520,18922,11380,18336,11528,10218,13618,21064,14959,18994,23819,23421,14494,11345,16819,20675,10541,14012
KO:K03087,42,14,109,8,17,38,48,14,64,60,20,119,107,11,85,6,9,49,54,9,69,87,7,43
KO:K03088,17292,24704,20363,25718,26048,26833,18999,29188,15333,30589,19141,17806,32290,31541,20579,29094,35407,39623,43291,26416,19930,52591,20151,21993
KO:K03089,101,19,297,19,5,76,89,37,139,63,4,198,130,8,177,7,3,61,95,10,268,30,10,80
KO:K03090,1510,1525,852,857,371,717,1620,2459,871,853,717,858,826,2360,658,401,300,468,790,1222,992,743,568,1144
KO:K03091,675,846,1629,746,1058,631,1060,989,1313,1417,1343,1118,1986,1482,2469,1490,867,929,864,795,1670,1328,872,595
KO:K03092,1197,1485,1183,1626,1499,1516,1656,1843,923,2604,1474,1261,3260,1780,1338,1906,1830,2259,1406,1101,1212,1402,1232,1204
KO:K03093,8,11,5,7,8,12,20,12,5,8,8,13,45,23,20,20,12,24,15,16,22,9,10,9
KO:K03095,105,71,828,93,37,103,66,46,293,320,62,172,120,183,306,40,28,108,80,73,453,61,24,153
KO:K03098,31,4,47,5,1,25,32,6,55,16,1,77,108,6,51,3,2,22,21,3,54,7,1,23
KO:K03100,4142,5803,8882,5310,4952,5666,5453,7937,5695,7737,5086,5971,8516,5970,8275,5591,5228,6382,4053,3567,7512,5157,3657,4912
KO:K03101,2768,3147,2083,3103,3423,3443,1737,2579,1279,2881,1715,1589,2788,3420,1891,6156,3025,4248,1755,1380,1795,2704,1466,1546
KO:K03106,24792,25163,11689,11780,8045,13284,23899,37541,7201,16397,8521,13237,14790,29742,7903,7654,7200,9701,12584,17284,10499,13569,6824,16498
KO:K03110,2962,3864,3880,3002,3829,3372,2765,3819,2984,4295,2571,3001,4091,4411,3259,4048,4016,4635,3367,2574,3340,3794,2419,2775
KO:K03111,13735,15083,23479,11152,12050,11014,13018,20196,10388,18724,9730,10003,11587,19211,15273,7969,11155,11057,12306,10826,17076,13711,8424,13184
KO:K03112,27,3,75,8,3,32,48,9,54,3,1,70,130,3,80,2,1,18,29,4,61,9,1,24
KO:K03113,485,594,498,765,697,771,577,876,361,939,482,448,753,631,391,682,685,732,676,435,406,957,405,460
KO:K03116,1125,1391,1063,1665,1522,1756,1102,1854,653,1767,1061,998,1254,1216,755,1032,1462,1555,1327,743,786,1663,927,961
KO:K03117,18,2,37,7,5,18,25,7,48,16,0,54,77,2,47,1,2,14,18,2,33,3,2,14
KO:K03118,2119,2371,2000,3167,2422,3239,2059,2943,1297,3492,1595,1847,2638,2112,1483,2792,2217,2653,2405,1336,1410,3066,1483,1634
KO:K03119,24,3,45,2,0,28,15,5,47,12,2,65,78,3,63,0,0,14,35,1,69,6,0,16
KO:K03143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03146,70,2,55,104,3,9,81,3,44,146,2,6,45,0,17,89,1,4,78,0,23,130,4,7
KO:K03147,2283,2491,2097,1929,1369,2089,2346,3206,1795,2285,1551,2770,4095,2548,2727,1942,1128,1861,1775,1846,1653,1465,1300,1841
KO:K03148,358,267,732,347,103,424,367,590,705,434,139,817,502,391,645,216,60,283,234,155,454,238,117,382
KO:K03149,752,983,949,783,626,764,1010,1351,993,1043,728,1212,1682,1193,1161,883,541,888,754,694,827,880,606,838
KO:K03150,2814,3585,2953,2970,2269,2475,3794,5446,2892,3641,2904,3779,6080,4513,3318,3292,2143,3104,2633,2756,2725,2729,2137,2611
KO:K03151,1495,1500,2182,1261,1421,881,1572,2271,1671,1713,1442,1366,1476,1787,2251,737,971,741,937,1021,1840,1176,934,1181
KO:K03152,2125,2664,2231,2426,2827,2251,2788,4526,1890,2642,3004,1991,2898,2472,2524,2047,2500,2374,2333,1825,2513,2781,2468,1800
KO:K03153,0,0,0,0,0,31,0,0,0,0,0,43,0,0,0,0,0,13,1,0,0,0,1,23
KO:K03154,409,469,610,471,498,659,395,736,532,531,401,713,821,482,605,431,394,508,436,323,456,401,312,452
KO:K03168,4284,6139,6220,3860,4453,4359,4834,7341,4057,5688,3677,4412,6205,5823,4716,3760,3958,4702,3656,3678,4423,4339,2949,3845
KO:K03169,7672,11412,7976,8198,10340,7616,10691,17047,7406,12098,12140,12351,20815,13973,10812,10150,10343,10520,9516,9533,8932,8336,9006,8665
KO:K03177,2719,3382,2960,2008,1901,2088,2941,4316,2077,2983,2114,2671,3663,4264,2481,2356,2013,2595,2098,2405,2467,2009,1576,2114
KO:K03179,27,6,61,10,4,31,43,9,57,14,1,94,121,1,74,7,1,16,29,2,64,1,2,21
KO:K03181,13,4,29,6,4,16,23,5,37,3,1,45,70,0,40,4,0,8,11,0,35,3,2,16
KO:K03182,148,69,743,104,24,150,181,50,448,172,54,314,339,213,459,72,51,165,134,93,654,63,49,147
KO:K03183,1265,1974,1305,1425,1603,1817,1431,2279,1032,1567,1129,1185,2450,1772,1268,1692,1374,1749,1419,1338,1152,1519,1096,1252
KO:K03184,24,3,44,4,1,20,34,5,56,8,3,56,109,5,48,0,0,11,17,0,41,3,0,10
KO:K03185,21,4,58,3,1,14,32,9,45,7,1,52,73,2,37,2,0,13,27,0,53,8,0,27
KO:K03186,53,27,198,59,20,59,64,38,180,81,29,136,106,85,168,48,18,83,36,43,150,19,13,66
KO:K03187,1,1,1,3,12,121,1,0,4,0,18,114,4,0,1,0,8,64,6,1,4,1,16,65
KO:K03188,2,0,0,3,25,148,2,0,5,0,18,137,6,0,3,2,7,110,4,0,2,1,11,105
KO:K03189,3,0,0,0,22,78,3,0,1,1,27,89,3,0,3,2,17,79,0,0,3,1,28,78
KO:K03190,2,0,4,2,15,94,8,1,3,2,35,122,1,0,3,0,14,71,2,0,5,2,26,68
KO:K03191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KO:K03194,9,1,22,4,1,20,22,0,41,3,0,71,27,5,44,4,2,11,11,0,38,4,0,20
KO:K03195,10,1,26,6,0,20,20,0,69,9,3,75,36,0,42,2,0,21,9,0,51,1,0,30
KO:K03196,12,1,80,8,2,22,17,1,84,13,1,80,27,0,93,2,0,18,6,0,97,2,1,30
KO:K03197,2,2,6,0,0,10,6,0,17,1,0,39,6,2,19,4,1,3,7,0,15,1,0,8
KO:K03199,33,0,86,13,6,66,39,4,138,16,5,223,66,2,186,5,3,32,22,1,161,8,2,55
KO:K03200,9,0,20,2,1,20,7,1,20,6,1,46,14,0,19,0,0,10,5,0,13,0,1,12
KO:K03201,12,4,23,6,3,40,24,5,30,2,1,111,25,0,39,2,0,18,10,3,35,4,1,36
KO:K03203,5,0,33,7,0,18,6,0,62,2,2,90,23,0,45,1,0,10,9,1,45,0,2,28
KO:K03204,7,0,46,7,1,24,15,0,72,4,3,113,34,0,68,3,0,22,12,0,66,2,1,33
KO:K03205,2122,2707,2207,1755,2361,1685,2666,6225,2764,2688,4163,5126,3663,4062,3897,1323,1569,1809,1734,2502,3152,1409,2348,2850
KO:K03207,1,0,4,0,0,1,6,3,15,2,0,8,30,1,17,1,0,3,5,1,20,0,0,2
KO:K03208,10,2,12,1,4,10,9,3,20,4,0,36,61,2,34,1,0,15,15,2,21,3,0,11
KO:K03210,4199,5531,6558,5315,9081,6270,3770,6042,3622,7979,3790,2896,3276,5307,6090,5193,8104,6310,6178,3787,5243,8899,4046,4212
KO:K03212,13,4,25,3,2,20,26,3,30,8,0,40,59,1,46,2,1,11,19,4,32,1,4,12
KO:K03214,24,3,54,5,4,23,36,4,66,8,2,68,86,4,71,3,1,14,40,1,63,7,0,17
KO:K03215,37,30,76,17,3,43,54,36,56,9,15,70,129,24,58,1,13,29,22,14,73,8,14,32
KO:K03216,896,785,1810,612,854,690,1107,1222,1314,878,943,1113,976,868,1161,351,586,506,625,523,1207,497,703,777
KO:K03217,8173,11127,12079,8475,12476,11485,7187,10033,5674,11192,6052,5111,9458,11610,11521,14038,14225,15840,6946,5327,9969,9716,5654,7432
KO:K03218,2839,3055,3373,2511,2904,2303,2983,4107,2247,3968,2681,2208,3396,3507,3084,2132,2611,2622,2688,1911,2831,3079,2139,2171
KO:K03219,10,1,6,1,0,0,6,0,13,4,0,1,15,0,14,1,0,0,3,0,17,0,0,0
KO:K03220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KO:K03221,3,0,17,4,0,5,6,0,15,2,0,26,6,1,22,1,0,1,1,0,27,0,1,9
KO:K03222,5,0,11,1,1,11,12,2,31,2,1,49,38,1,30,0,0,4,6,1,15,1,0,5
KO:K03224,47,5,7,3,0,0,59,18,15,8,0,5,151,12,14,0,0,2,26,6,16,4,0,2
KO:K03225,36,4,35,7,0,11,36,10,47,12,0,44,106,4,37,2,0,6,31,4,54,3,0,9
KO:K03226,18,2,21,6,0,12,22,9,43,6,0,36,86,3,33,5,0,4,31,2,53,1,0,7
KO:K03227,8,1,10,1,0,2,12,3,14,4,0,17,46,0,20,1,0,1,5,3,16,2,0,3
KO:K03228,15,3,19,3,1,7,29,10,37,8,0,26,59,3,36,1,1,3,15,3,34,3,0,9
KO:K03229,38,6,34,9,1,8,53,19,48,15,0,34,83,4,32,6,0,12,18,1,51,1,0,21
KO:K03230,20,4,16,3,1,0,17,4,6,2,1,1,48,2,19,0,0,0,12,0,17,0,0,0
KO:K03231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03269,1273,2026,1225,1623,2371,1918,1348,2217,703,2089,1539,1253,2300,1636,1215,2420,2142,2073,2065,1145,1173,2456,1315,1251
KO:K03270,947,1275,814,1098,1218,1278,1331,1737,837,1438,1173,1415,2031,1196,881,982,1108,1360,1101,901,832,1273,838,956
KO:K03271,1133,1174,859,1198,1114,915,1461,2369,932,1385,1530,1652,1756,1364,806,1343,1094,1263,976,912,705,1189,946,909
KO:K03272,1154,984,1630,982,530,1298,928,678,1514,1062,324,1954,1858,1034,710,2478,594,1626,1140,754,770,1260,356,992
KO:K03273,663,677,552,753,629,569,789,1180,585,755,811,1022,999,730,397,888,609,770,640,445,394,795,465,532
KO:K03274,249,152,620,130,13,328,201,146,689,294,33,778,350,83,192,155,14,261,239,65,328,167,16,222
KO:K03275,30,9,40,7,4,16,33,5,55,5,4,58,66,5,47,4,1,32,25,1,59,5,0,14
KO:K03276,16,4,1,4,0,14,34,6,4,1,0,26,81,3,0,1,2,11,29,2,1,2,1,7
KO:K03279,2,0,44,2,0,12,7,0,62,7,0,32,11,0,52,2,0,9,7,0,43,2,0,6
KO:K03280,1,0,35,2,2,9,5,0,57,4,1,38,11,0,66,0,0,10,2,0,47,1,0,14
KO:K03281,1508,2518,1747,1815,2399,2216,2005,2519,1141,2955,1680,1726,4275,2474,2057,2692,2839,3399,1832,1377,1841,1846,1533,1622
KO:K03282,2200,1999,2508,1771,2899,1901,2288,3368,2270,2331,2521,1910,2194,2155,2426,1518,2252,1985,2505,1479,2450,2439,2084,1613
KO:K03283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03284,1844,2538,2386,2295,2343,2441,2244,2678,1823,2984,1969,2301,3901,2411,2322,1977,2729,2444,2105,1660,2008,2110,1438,1651
KO:K03286,5768,7297,4781,8538,8003,6409,1287,2394,1638,4627,1583,1913,2447,5883,1956,16972,8982,9515,1429,1686,2628,7258,1006,1679
KO:K03287,2464,3870,1518,3564,2522,3141,4394,5945,1412,4068,3874,3315,9335,4765,2721,4649,3083,4385,3221,3141,1854,2819,2844,2651
KO:K03289,33,3,63,5,3,30,37,9,57,7,3,77,144,2,88,1,1,15,41,3,73,4,0,29
KO:K03290,40,7,106,5,6,31,57,8,97,13,2,116,163,2,123,5,0,30,46,7,104,5,0,24
KO:K03291,75,10,149,16,1,69,111,20,150,14,3,183,314,5,153,7,1,55,71,7,137,7,1,42
KO:K03292,296,176,549,293,229,189,326,262,491,505,387,466,622,240,1025,230,177,236,290,144,629,197,228,230
KO:K03293,873,497,1748,822,144,1059,887,507,1773,1614,220,1850,1404,443,631,502,104,823,740,332,749,593,154,699
KO:K03294,1326,1028,2073,1258,927,1048,1902,1230,1628,2577,953,1355,2885,1706,1688,1658,953,1470,1349,1150,1849,1684,796,1047
KO:K03295,458,616,628,608,706,1086,771,1146,465,727,788,761,1156,536,811,429,1205,943,503,536,592,412,546,583
KO:K03296,9229,11096,8273,10185,9301,10279,12806,14226,5429,14393,10142,10574,22890,12020,8329,13465,10579,13485,11930,8431,6334,10620,7507,7602
KO:K03297,297,346,197,485,660,499,236,569,255,392,373,222,367,155,194,259,413,336,365,162,138,465,284,196
KO:K03298,25,13,37,16,8,39,44,14,42,12,7,65,81,6,55,2,14,25,27,10,32,12,11,19
KO:K03299,179,82,228,66,144,170,215,124,241,93,146,382,509,124,288,132,70,247,169,90,298,59,114,161
KO:K03300,171,57,186,119,68,92,194,91,156,549,143,216,349,58,201,53,74,194,188,26,142,50,132,169
KO:K03302,7,6,10,10,1,21,8,15,13,24,8,39,27,51,19,62,8,69,11,18,6,19,4,17
KO:K03303,1377,1693,2435,1322,1223,1827,1692,2094,1216,2606,1435,1915,2869,1606,1187,1050,943,1618,2213,1315,1054,1956,1098,1393
KO:K03304,18,2,38,3,2,21,25,6,57,10,4,52,105,0,55,2,0,18,24,2,36,4,1,17
KO:K03305,3130,3932,5555,3930,5350,5394,3090,4939,3413,6086,3515,3495,5014,3790,5215,4870,4189,4895,4346,2751,4785,4490,3068,3500
KO:K03306,941,895,1127,908,680,1007,1253,1361,1179,1598,1031,1588,2831,1131,1123,888,871,1251,1044,779,868,763,737,985
KO:K03307,4554,5820,2975,4528,4698,4332,7084,8641,3420,6220,5976,5998,11349,6179,4285,4231,3889,4822,5629,5068,3252,4872,4601,4094
KO:K03308,6550,7736,4867,4587,5136,4125,7380,11849,3889,5803,5036,4700,7643,12168,5594,3794,4444,4067,4761,6006,4799,5401,3847,5226
KO:K03309,3,6,3,1,0,0,9,6,2,2,3,2,8,6,2,1,0,1,0,3,0,1,0,2
KO:K03310,11259,10070,14257,11653,9734,6999,11483,19863,15314,13069,10441,13328,8686,14006,13879,9630,7535,6884,7199,7420,14865,14855,8083,10746
KO:K03311,3325,2762,2327,2046,1627,1728,3338,4932,2107,2885,1950,2541,2618,3876,1719,1217,1279,1359,2317,2121,2043,2046,1526,2129
KO:K03312,765,684,719,1081,870,640,1190,1770,919,1871,1072,940,1196,806,557,791,687,533,730,573,585,1344,707,503
KO:K03313,961,1079,1010,1123,930,1202,1109,1369,933,1251,839,1692,1795,1002,855,1326,755,1304,1008,808,765,1224,700,1054
