GeneFamily,D1H16V1,D1H16V2,D1H16V3,D1H16V4,D1H16V7,D1H16V8,D1H8V1,D1H8V2,D1H8V3,D1H8V4,D1H8V7,D1H8V8,D2H16V1,D2H16V2,D2H16V3,D2H16V4,D2H16V7,D2H16V8,D2H8V1,D2H8V2,D2H8V3,D2H8V4,D2H8V7,D2H8V8
KO:K03314,15,3,53,3,0,25,24,5,42,8,3,55,87,1,46,1,0,20,24,3,54,5,0,12
KO:K03315,4619,4870,2486,3695,3477,3098,5770,8160,2974,6297,4046,4272,7581,6993,2669,3525,3484,3969,4560,3966,2527,4474,3012,3385
KO:K03316,348,277,3948,390,110,438,338,223,1163,1126,159,694,707,709,1607,209,96,547,239,408,2374,325,128,609
KO:K03317,168,105,299,237,205,145,244,112,269,587,173,181,359,212,415,216,184,335,275,110,361,355,131,206
KO:K03319,860,439,1561,578,62,1323,709,455,1900,865,89,2378,1108,338,645,461,42,891,797,270,664,399,38,777
KO:K03320,194,65,899,139,32,197,168,63,405,320,98,388,377,135,334,115,18,165,139,54,414,93,54,193
KO:K03321,1417,1987,1378,1782,1271,2119,1664,1974,1278,2366,1397,2126,3910,1646,1628,2072,2037,2337,1567,1153,1335,1101,1097,1313
KO:K03322,1699,1733,3137,2079,1170,1849,1870,2016,1720,2584,1474,1917,3581,2262,1806,2656,1735,2697,1611,1147,1969,1582,1073,1400
KO:K03324,42,4,80,6,2,32,60,9,83,16,2,99,191,4,103,4,0,36,44,5,79,4,5,23
KO:K03325,299,437,150,358,258,250,565,751,160,435,495,401,800,223,233,196,138,182,269,275,166,189,278,235
KO:K03326,441,231,304,286,206,247,545,259,444,1074,332,621,1239,325,494,433,195,396,499,196,339,311,287,460
KO:K03327,1924,2617,1616,2398,1689,2234,2981,3428,1557,2726,2233,2400,6002,2938,2077,3263,2076,2970,2408,1960,1726,2405,1704,1880
KO:K03328,1020,1173,1235,1102,922,1241,1333,1467,1324,2251,1046,2007,2493,1069,1298,729,826,1367,1261,875,1044,912,880,1078
KO:K03329,16,5,36,0,1,16,22,5,34,6,0,46,78,1,53,1,0,10,20,2,43,2,1,10
KO:K03332,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
KO:K03335,231,95,240,204,102,107,313,105,223,831,316,263,362,108,182,133,103,113,179,53,171,224,132,183
KO:K03336,499,180,440,243,226,204,579,184,611,1982,479,714,883,181,388,166,144,315,388,69,313,154,237,448
KO:K03337,277,125,229,106,219,124,301,213,286,704,366,344,352,225,212,66,122,184,170,93,154,61,201,216
KO:K03338,188,73,206,118,109,107,204,81,300,913,199,322,394,67,183,69,73,132,152,37,143,81,113,182
KO:K03340,685,1065,1277,895,1037,945,918,950,922,1224,974,891,1906,1238,955,1229,1393,1538,932,660,848,1023,692,700
KO:K03342,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03346,643,312,3609,392,218,639,207,204,1023,967,248,520,378,814,1272,153,194,556,286,201,1754,217,145,744
KO:K03366,404,180,8826,254,6,678,240,44,2058,364,0,810,414,1428,2354,696,6,772,168,248,4044,270,8,726
KO:K03367,500,412,892,595,507,532,529,516,543,1352,543,622,988,458,700,629,403,703,513,291,537,477,428,668
KO:K03379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KO:K03381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KO:K03382,100,115,127,100,156,88,97,111,68,144,136,93,322,258,155,163,153,183,124,124,125,244,121,86
KO:K03383,1,0,0,1,0,3,1,4,4,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1
KO:K03385,384,772,269,628,584,482,638,1121,315,586,759,697,1922,1300,649,801,577,991,534,932,418,721,928,982
KO:K03386,15772,30189,9336,6042,24551,15015,10330,16742,7332,10533,12950,10317,10828,32587,14684,15647,46998,27986,27284,18319,14633,24316,26011,17184
KO:K03387,8067,17168,6011,3310,10967,6056,6258,8949,5254,4670,6111,5510,9084,23716,7913,9817,22938,15069,11380,9124,9747,8821,12321,8203
KO:K03388,7,2,11,4,2,4,3,2,5,15,0,7,16,1,4,7,0,1,7,1,5,2,2,11
KO:K03389,787,940,2117,863,23,781,517,258,619,2092,22,616,670,511,419,367,9,646,989,231,597,819,15,485
KO:K03390,4,0,6,0,0,0,5,1,0,1,0,1,6,0,0,0,0,0,3,0,2,0,0,0
KO:K03394,386,330,620,450,322,464,452,306,556,662,158,784,736,408,276,692,288,488,512,292,310,600,196,438
KO:K03399,371,333,668,429,485,376,436,340,623,586,492,609,607,373,434,595,446,438,333,237,415,365,353,281
KO:K03402,1487,1296,2680,1020,806,1100,1501,1733,1853,2585,1214,1578,1827,1666,1607,701,643,1166,1115,912,1894,823,993,1255
KO:K03404,528,204,1213,339,37,906,396,281,1576,624,71,1755,578,182,362,317,20,439,420,144,461,274,26,497
KO:K03405,153,77,369,110,6,322,130,104,457,188,22,520,155,73,99,105,3,138,146,51,156,73,10,150
KO:K03406,66,101,144,145,135,178,160,91,104,133,127,188,352,166,138,446,184,768,129,95,97,206,57,149
KO:K03407,53,22,94,108,44,54,89,41,105,242,43,106,185,58,109,143,54,146,71,30,84,87,32,74
KO:K03408,11,2,38,76,29,9,25,3,25,130,28,27,59,2,36,51,32,9,13,5,33,62,28,11
KO:K03409,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
KO:K03410,15,13,20,29,8,17,35,12,16,42,11,27,51,27,15,62,20,94,14,11,19,29,10,15
KO:K03411,11,9,13,68,30,10,26,10,7,142,28,13,23,15,14,69,45,60,13,5,15,87,40,7
KO:K03412,28,37,65,45,31,57,63,19,76,49,65,110,191,47,83,173,36,197,47,27,68,59,21,58
KO:K03413,8,6,36,39,17,28,28,10,41,56,17,54,69,10,33,42,20,34,20,9,47,46,18,19
KO:K03414,7,1,23,2,3,13,11,3,19,5,0,33,41,0,22,1,0,9,15,3,36,1,0,5
KO:K03415,4,0,1,2,0,0,17,0,4,2,4,1,13,1,0,2,0,1,0,0,0,2,1,0
KO:K03417,86,69,49,32,36,42,152,127,37,46,35,66,198,76,46,36,53,57,89,59,49,48,34,49
KO:K03423,6,1,0,41,8,0,24,2,11,59,17,3,6,2,1,29,7,0,4,0,4,34,15,0
KO:K03424,2730,3039,3755,3014,2937,2871,3483,4636,2971,4091,3337,3417,5348,3565,3119,2571,2932,2977,2596,2145,3208,2912,2409,2381
KO:K03425,6,0,24,3,2,13,10,3,22,3,1,22,38,0,19,1,1,12,9,0,19,3,0,5
KO:K03426,627,757,529,710,843,537,860,893,566,766,815,641,1633,987,582,1366,850,976,746,548,546,789,555,531
KO:K03427,1690,1589,2057,2011,1793,2306,1801,2537,2396,3699,1693,2889,2379,1160,1385,1354,1150,1575,1866,1110,1274,2005,1239,1616
KO:K03429,601,406,3584,577,133,742,553,471,1541,1275,203,1301,665,889,1422,316,95,767,370,471,2334,478,171,974
KO:K03430,542,687,285,772,438,392,759,1728,382,913,1010,995,1361,601,495,504,283,350,524,499,355,596,500,434
KO:K03431,1860,1709,6270,1885,2160,1940,2303,2960,3840,2855,2248,2781,2887,3155,4574,1214,1783,1762,1654,1399,4434,1715,1621,2012
KO:K03435,14,5,61,6,0,25,28,10,57,7,3,64,111,1,80,0,1,19,27,1,60,9,0,20
KO:K03436,730,368,4219,765,569,545,705,413,816,1528,797,599,1010,823,2177,429,668,669,545,304,3035,495,548,572
KO:K03437,5207,5526,3346,2615,1810,2662,4539,7052,2528,3612,2349,3186,3931,7365,2426,4000,2404,3479,3097,3991,3066,2903,1852,3209
KO:K03438,10264,9870,7445,6617,6970,7210,8870,13551,5664,6542,5947,6912,6779,11789,6513,7059,5430,6097,5949,5940,7228,6277,5568,7428
KO:K03439,1310,1564,3075,1815,1824,2123,1448,2195,1716,2779,1365,1623,2251,1642,1789,1501,1724,1817,1421,912,2196,1814,1035,1276
KO:K03442,2486,3120,2704,3125,3494,3434,2183,4095,1899,4377,2134,2470,3196,3273,2392,3013,3746,3894,2823,1958,2573,3766,1916,2255
KO:K03444,487,712,224,717,444,369,1124,1385,299,790,913,716,2507,902,440,526,304,412,709,604,355,514,547,458
KO:K03445,25,4,64,6,3,21,46,5,59,9,2,67,144,4,74,3,0,8,32,2,81,0,2,17
KO:K03446,105,76,253,209,111,152,118,90,240,531,139,236,311,56,268,125,86,170,147,54,211,108,70,125
KO:K03449,67,15,205,24,2,80,69,11,199,32,2,183,240,58,190,22,1,70,53,16,200,14,1,99
KO:K03451,155,134,188,82,397,144,161,192,154,93,422,221,413,270,245,94,323,194,167,161,208,73,289,142
KO:K03453,1039,1256,1068,1171,1065,1140,1126,1526,910,1296,939,1220,2104,1483,1350,1827,1078,1641,1168,990,939,1320,793,1078
KO:K03454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K03455,1921,2769,1273,2842,2084,2231,3478,4768,1273,2924,3025,2733,7971,3827,2409,3388,2482,3502,2874,3008,1694,2459,2379,2377
KO:K03457,282,105,184,137,94,150,235,125,192,675,185,296,377,114,215,80,65,184,206,60,153,80,124,168
KO:K03458,6935,8278,5005,4013,3787,3561,8815,10633,4849,7946,4687,5163,7802,10024,4228,3318,2674,4514,4628,6346,4619,4306,3689,4719
KO:K03459,14,1,29,1,0,14,24,3,43,0,1,41,48,2,34,2,0,10,10,2,40,5,0,10
KO:K03465,433,430,301,540,318,263,518,1419,417,506,631,462,444,517,426,203,189,187,281,301,397,376,368,348
KO:K03466,4994,5338,7280,4532,4119,4703,5486,7265,5778,8425,4658,6121,8483,6380,6082,5075,4118,5610,4270,3752,5832,4359,3449,4595
KO:K03469,1370,1488,1517,1506,1515,1286,2238,2820,1727,1729,1995,1893,2598,2229,1642,1619,1235,1621,1328,1260,1688,1326,1565,1225
KO:K03470,1304,1415,2095,1153,1097,1158,1581,2191,1517,1806,1280,1705,2437,1775,1810,1132,984,1124,1350,1165,1461,1144,970,1228
KO:K03471,163,61,1506,156,64,258,165,67,474,430,97,320,256,227,594,229,112,191,116,71,846,178,62,284
KO:K03472,14,6,70,6,2,23,37,6,64,14,3,60,93,1,67,3,3,17,39,7,50,7,3,24
KO:K03473,905,1329,877,1164,1250,1186,1176,1869,656,1556,1226,1108,2513,1496,1166,1395,1519,1730,1393,1186,977,1319,990,1070
KO:K03474,566,1012,571,927,894,1079,516,911,365,904,487,470,1582,1191,776,1798,1324,1745,542,485,620,906,492,606
KO:K03475,1429,846,2057,1767,504,1209,1495,1521,2394,3313,1132,2630,1848,939,1582,923,384,1039,1164,509,1621,1212,843,1641
KO:K03476,310,183,532,319,174,218,376,312,578,805,322,502,477,205,448,99,116,196,268,106,458,167,242,310
KO:K03477,28,5,37,9,2,22,38,6,64,5,0,77,95,4,61,2,0,14,31,6,56,1,0,17
KO:K03478,124,46,208,100,75,167,133,57,168,434,101,275,237,76,166,396,107,125,131,23,133,167,93,130
KO:K03480,1,6,17,9,3,24,8,8,13,10,4,25,35,7,10,30,20,20,7,5,13,16,8,11
KO:K03481,27,34,80,130,20,95,30,37,78,100,66,138,67,46,38,164,54,103,32,20,51,67,24,75
KO:K03482,34,12,57,11,1,26,66,21,63,15,7,74,150,6,63,4,5,32,32,9,70,11,0,24
KO:K03483,236,99,186,335,112,127,276,131,225,1048,216,267,425,75,171,151,67,163,237,30,151,139,130,160
KO:K03484,440,499,4563,245,493,624,407,365,1014,604,514,682,510,2064,1526,264,337,616,305,651,1983,213,281,573
KO:K03485,20,0,40,2,1,18,24,4,45,2,0,50,100,6,65,2,0,18,26,2,48,1,0,11
KO:K03486,260,119,392,293,286,206,320,189,394,738,384,376,510,238,310,155,221,190,237,113,272,151,263,272
KO:K03487,209,230,280,109,808,158,258,299,266,110,890,212,386,470,306,191,651,295,257,209,302,170,530,130
KO:K03488,681,409,2355,701,680,668,657,418,1360,1831,968,931,995,696,1043,426,522,653,606,362,1390,467,669,691
KO:K03489,6,5,55,13,12,78,4,6,56,24,15,138,5,12,17,87,25,34,4,2,14,53,28,52
KO:K03490,234,252,165,269,198,215,383,509,127,359,397,352,566,152,190,164,106,205,219,180,127,190,171,176
KO:K03491,93,61,459,189,37,147,108,51,295,292,69,174,133,223,236,122,71,111,59,72,264,94,62,161
KO:K03492,296,476,13426,241,11,1710,327,103,4762,318,10,1350,154,3102,6197,215,24,947,200,1508,10764,215,10,2236
KO:K03493,25,9,374,18,0,40,24,6,168,26,0,121,25,45,127,5,0,32,10,13,210,16,0,54
KO:K03495,3926,4713,4873,3607,2926,3373,4901,7345,4066,5188,3846,4949,6937,6014,4894,3324,2859,3878,3444,3618,4046,2936,2952,3672
KO:K03496,6716,7208,5854,11494,5678,6621,11160,20371,4864,10137,8933,8102,19607,11095,9039,8140,5927,6970,6594,5833,6473,6419,6816,7253
KO:K03497,2958,3881,4210,3667,3116,3073,4545,6466,3355,5029,3965,4054,7531,5003,5432,3481,3133,3850,3297,3261,3975,3436,2940,3286
KO:K03498,4570,4718,4630,3721,3579,3474,5519,7503,4169,5024,4518,4918,6837,5698,4772,3173,3152,3319,3499,3563,3968,3400,2989,3305
KO:K03499,3980,4528,4351,3793,3864,3707,4356,6526,3419,4807,3964,4240,6589,5392,4236,4294,4083,4543,3525,3346,3731,3945,3017,3469
KO:K03500,2417,2276,3544,1486,2236,1564,2595,2821,3024,3195,2149,2694,2335,3026,2475,1141,1447,1461,1918,1872,2725,2035,1534,1789
KO:K03501,1413,1685,2012,1332,1231,1442,1708,2656,1420,1990,1352,1720,1839,2065,1787,1098,1188,1634,1168,1167,1616,1351,1013,1384
KO:K03502,675,597,1508,743,595,753,745,745,1366,1730,778,1679,1244,681,1939,514,269,683,536,332,1270,504,429,835
KO:K03503,11,7,64,16,14,35,23,10,77,19,15,82,49,9,88,7,4,20,15,5,59,14,9,40
KO:K03516,9,0,15,2,1,11,8,5,17,4,0,29,35,1,26,1,0,8,15,1,15,0,0,10
KO:K03517,1061,1541,2858,1493,1635,1677,1246,2192,865,1702,1347,1141,2102,1393,2787,1427,1661,1788,1460,1019,3181,1572,1248,1243
KO:K03518,244,201,477,224,228,260,228,305,394,286,342,483,293,277,525,194,166,260,213,145,410,168,179,226
KO:K03519,55,54,21,24,66,34,73,112,29,43,132,47,58,103,57,66,43,85,65,58,37,21,70,47
KO:K03521,7754,8259,17539,4969,8149,6179,7521,12454,9151,6948,9386,4684,5124,9619,17848,3505,5768,5333,4869,5137,16026,5019,9204,6699
KO:K03522,11142,11839,27881,7892,12307,8742,10298,19293,13502,11626,13564,6517,6964,13983,32348,5761,8233,7322,6747,7398,24791,8109,12869,9611
KO:K03523,655,509,1174,512,454,676,692,772,1281,1026,575,1433,990,617,940,434,353,586,507,390,858,392,385,638
KO:K03524,1268,1336,2853,1289,1331,1560,1681,1853,1734,2041,1386,2024,2572,1688,2196,1368,1346,1515,1466,1078,1878,1438,1023,1299
KO:K03525,2083,2660,2259,1752,1953,1988,2442,3733,2031,2447,1818,2117,2663,3162,1994,1571,1656,1792,1747,1769,1957,1909,1391,1756
KO:K03526,2538,3069,2376,2620,2721,2615,3394,4228,2118,3370,2899,3010,4933,3500,2306,2635,2173,2644,3305,2343,2157,3087,2204,2293
KO:K03527,5921,7940,10675,6424,9471,5455,5443,7716,6254,7441,4925,4707,8164,8364,8978,5537,13224,7764,5389,4121,7746,7933,4061,5077
KO:K03528,10,2,36,4,3,12,16,1,31,5,1,36,54,1,27,2,0,10,14,0,37,3,1,10
KO:K03529,4167,4193,6759,2362,2236,2851,4149,5187,5352,5574,2601,5054,4072,5814,3477,1829,2146,2607,3062,3505,4418,2889,2020,3535
KO:K03530,22021,26970,29617,23693,35261,27677,20376,33670,16309,38712,20315,16833,15587,25407,22043,17915,27732,26092,39834,20401,22508,39950,19745,20451
KO:K03531,7085,7539,10356,5968,8345,6051,7243,10837,8682,8941,7265,6379,7645,9302,7343,5095,6985,6136,6340,5245,8098,7611,6276,6575
KO:K03532,16,1,37,4,1,11,18,5,35,7,0,47,54,6,45,2,0,12,14,2,45,2,0,10
KO:K03533,10,2,27,2,3,14,16,2,28,3,0,34,51,1,27,0,2,8,15,4,28,2,0,11
KO:K03534,959,1123,496,1142,850,794,1830,2219,573,1780,1598,1295,2310,905,780,662,568,750,939,790,594,948,978,829
KO:K03535,26,6,68,1,1,39,38,6,69,11,1,133,164,6,89,2,0,46,32,5,68,5,1,30
KO:K03536,3582,4260,6283,3570,3896,3722,3311,4946,2914,4556,2534,2500,3464,4314,5972,2144,3737,3129,2558,2496,4270,3211,2105,3077
KO:K03543,874,1153,420,1181,704,684,1591,1972,410,1391,1410,1101,3778,1314,771,1069,684,866,1113,1063,524,906,880,797
KO:K03544,7438,9595,10858,6692,9880,7480,8397,11160,7204,9922,7106,6062,9152,12585,9451,6898,10442,9685,7413,6218,8823,9019,6346,6830
KO:K03545,9444,14064,18532,12008,15024,13619,7312,11484,8884,12841,6263,5493,8116,10538,17438,6891,13375,10141,7031,5560,13831,10762,6082,7478
KO:K03546,3113,2898,2999,3141,2264,2654,4363,5183,3328,5090,3795,4336,6054,3635,2720,1980,2018,2664,2543,2120,2509,2427,2594,2736
KO:K03547,1787,1829,1615,1754,1683,1610,2481,2856,1795,2912,2035,2549,3628,2183,1803,1593,1384,1676,2109,1466,1452,1997,1480,1610
KO:K03548,14,1,27,2,5,21,28,3,41,5,2,68,102,1,52,2,0,22,13,1,32,2,0,7
KO:K03549,361,183,429,409,134,263,359,140,430,1202,247,450,910,227,481,238,99,313,322,83,368,284,161,299
KO:K03550,1579,1656,2341,1332,2277,1459,1638,2109,1419,2000,1680,1419,2237,2159,1806,1283,2179,1786,1670,1398,2120,1921,1463,1405
KO:K03551,2972,3344,3016,3572,3787,2545,3387,4505,2314,4808,3228,2550,4417,4146,2693,3424,3539,3385,3191,2326,2906,4745,2525,2446
KO:K03553,5218,7066,9730,5521,7544,7126,4995,8005,5743,8038,5196,5608,5576,8021,6815,4422,7003,7230,5811,4417,8034,6910,4560,5904
KO:K03554,11,3,29,4,0,14,27,6,55,8,2,42,70,1,35,0,0,11,10,2,39,10,1,10
KO:K03555,4393,5001,6794,5128,5181,5603,5133,7116,5369,6866,4649,5576,8215,6092,5487,6836,5362,6345,4328,3432,5002,4652,3611,4080
KO:K03556,51,9,82,5,6,39,52,16,102,18,6,122,193,5,131,7,3,36,57,3,93,21,2,28
KO:K03557,10,0,80,3,3,7,17,3,28,10,0,28,40,0,36,1,1,10,12,0,39,2,0,14
KO:K03558,689,962,375,700,880,614,970,1052,254,901,650,524,1336,1260,544,1045,1342,1510,1075,783,494,1033,598,537
KO:K03559,1049,1246,1062,1258,865,1464,1433,1809,1201,1445,1045,1967,2126,977,922,1263,912,1426,971,712,848,984,715,943
KO:K03560,4,1,19,3,0,13,2,2,12,3,0,16,32,2,19,1,1,8,12,4,16,1,6,9
KO:K03561,2085,2338,2773,2510,2036,3331,2831,3700,2853,2980,2176,3776,4817,2115,2072,2745,2134,3043,1861,1602,1942,2311,1473,2274
KO:K03562,7,4,15,4,0,14,12,5,22,3,1,36,36,0,15,0,2,11,9,2,39,3,2,10
KO:K03563,20,10,91,20,22,22,39,17,47,32,27,58,64,7,70,13,19,44,55,9,71,30,13,30
KO:K03564,877,1181,927,1221,1125,1199,1088,2445,846,1514,1316,1004,1393,1259,882,990,1207,1249,916,741,992,1180,912,977
KO:K03565,1484,1695,1538,1327,1603,1326,1643,1944,1548,1869,1436,1581,1979,1791,1337,1090,1287,1380,1600,1170,1334,1639,1143,1200
KO:K03566,18,1,43,4,2,20,28,6,50,8,3,57,98,2,59,3,0,16,20,2,52,2,0,20
KO:K03567,18,3,42,1,1,17,15,2,25,8,0,56,64,4,32,3,1,9,18,1,20,8,0,18
KO:K03568,1266,1502,923,1878,1387,1180,1920,2346,823,2322,1665,1356,2509,1383,1006,1678,1130,1180,1371,1093,935,1984,1115,1319
KO:K03569,5002,7209,5655,5126,7665,6563,5445,7164,4324,6524,4127,4617,6673,7832,5738,6756,9237,9441,5136,3935,5397,6926,4442,5083
KO:K03570,2204,2709,2851,2043,2321,2364,2452,2853,2224,2794,1861,2344,3119,2906,2680,2126,2674,2811,1912,1644,2391,1960,1662,1923
KO:K03571,465,417,966,401,564,483,639,479,644,802,466,766,748,454,811,288,505,459,548,331,636,425,314,405
KO:K03572,3374,4164,5952,3379,4021,4054,3822,4783,3948,5679,3080,4408,6297,4830,4309,3922,4149,4885,3485,2846,4413,3817,2455,3117
KO:K03573,26,15,47,22,9,32,43,19,55,19,12,72,114,34,50,75,5,90,28,19,41,20,4,23
KO:K03574,563,489,2331,434,210,725,575,434,1085,979,224,954,757,1149,1157,335,221,555,494,558,1313,371,230,830
KO:K03575,1311,1489,1744,1472,1618,1544,1622,1939,1440,1986,1421,1974,2701,1380,1224,1279,1310,1469,1557,1061,1218,1452,1153,1224
KO:K03576,13,3,44,1,3,18,25,4,52,10,3,58,107,4,44,1,0,20,14,4,53,3,2,9
KO:K03577,9,4,22,1,0,13,22,11,20,4,0,28,46,3,30,0,0,11,5,1,30,3,2,6
KO:K03578,74,33,131,42,12,63,81,30,108,129,9,152,257,50,131,46,1,99,60,33,121,52,3,82
KO:K03579,40,19,72,2,5,32,55,11,89,14,2,108,164,1,92,3,1,33,43,3,80,9,1,14
KO:K03580,50,2,92,5,7,29,36,17,99,14,1,89,172,4,80,4,0,36,41,3,88,5,1,24
KO:K03581,2813,2645,3873,1937,1833,1849,2998,4100,3348,3573,2322,3353,3144,3269,2984,1117,1420,1497,1879,1978,3045,1777,1508,2053
KO:K03582,57,10,148,7,1,59,84,15,137,28,3,227,257,2,164,9,0,44,56,4,169,14,3,38
KO:K03583,51,5,121,9,4,53,79,15,159,17,0,181,293,10,175,5,0,37,58,4,133,5,0,32
KO:K03584,1316,1634,1566,1295,1202,1119,1984,2633,1351,1896,1607,1548,2278,1976,1662,1385,1222,1459,1252,1278,1626,1259,1327,1281
KO:K03585,2425,3214,2476,3178,1860,2617,3940,4908,1876,4040,3058,3384,8270,3295,2354,3483,2189,3522,3297,2538,1774,2666,2178,2245
KO:K03586,7,4,50,4,2,12,21,5,46,6,2,35,54,1,41,3,1,17,20,2,46,7,0,10
KO:K03587,2784,4052,2628,2936,3005,3068,3676,3777,2460,3943,2352,3590,6105,4223,2450,4623,3656,4665,3541,2961,2331,3706,2392,2659
KO:K03588,2967,3363,5127,2707,3842,2701,3707,3589,3080,4201,3365,3307,5677,3725,4636,3950,3557,3621,3471,2624,4076,3056,2540,2337
KO:K03589,1415,1723,2158,1293,1099,1368,1605,2212,1685,2113,1456,1757,1960,2010,1967,1197,974,1451,1192,1237,1911,1131,1088,1348
KO:K03590,2068,2370,3251,2160,2115,1932,2369,2643,1760,3728,1800,1977,3442,2819,2777,2719,2284,2934,2388,1725,2404,2929,1350,1912
KO:K03591,14,1,42,1,2,20,28,4,43,9,3,51,84,1,47,5,1,12,30,2,38,1,2,9
KO:K03592,1416,1669,1046,2002,1957,1584,1816,2797,838,2401,1671,1444,2355,1230,1106,1500,1401,1346,1559,964,999,2121,1191,1307
KO:K03593,1862,2591,2070,2938,4321,3344,1680,3165,985,3976,2170,1559,2945,1948,1965,2728,3627,3090,2584,1353,1941,3764,1972,1928
KO:K03594,424,636,894,752,418,686,474,766,672,584,512,661,994,824,856,606,622,966,960,759,1057,1870,428,611
KO:K03595,2585,3425,3480,3540,3947,4296,2806,4163,2741,4500,2672,2744,3550,3729,3377,3765,3883,4161,2640,1834,3165,3202,2099,2609
KO:K03596,4158,4228,6769,4124,4048,4101,4059,5474,4517,5215,3321,4055,5810,4992,4823,5509,3967,4890,3257,2743,4674,3902,2622,3322
KO:K03597,25,13,142,12,8,72,41,18,99,46,2,85,70,7,61,5,2,37,57,1,110,32,3,46
KO:K03598,25,2,56,5,4,27,20,9,49,13,1,46,74,4,51,2,1,14,23,1,49,5,1,15
KO:K03599,19,6,68,3,1,16,31,8,38,10,5,57,81,2,40,2,4,11,35,1,59,12,1,24
KO:K03600,18,6,48,3,0,13,18,6,33,13,1,48,41,2,49,1,3,7,29,0,41,2,0,17
KO:K03601,2811,3137,3246,2196,2743,2282,3379,3920,2910,3683,2873,3077,4708,3947,2459,2395,2668,2998,2910,2424,2749,2794,2412,2496
KO:K03602,723,785,939,596,580,598,925,1140,848,966,755,815,876,971,684,448,485,622,714,587,767,685,609,679
KO:K03603,7,1,31,6,1,10,19,2,25,11,3,37,53,3,24,2,0,7,12,1,36,3,3,14
KO:K03604,115,195,260,232,261,112,342,306,340,460,337,260,576,361,411,283,253,214,163,189,319,199,214,157
KO:K03605,159,100,362,121,17,315,123,93,319,176,17,488,229,65,163,93,5,170,166,49,148,73,7,161
KO:K03606,648,984,425,858,535,711,1019,2527,465,862,1405,1263,1564,1349,919,598,638,1174,627,1129,618,665,940,1215
KO:K03607,12,1,50,3,1,23,13,3,49,18,1,42,39,3,36,0,1,17,17,4,47,4,1,9
KO:K03608,376,586,556,276,1012,287,463,397,261,277,486,247,1151,878,645,918,1334,698,460,421,637,440,425,207
KO:K03609,926,1134,1815,682,1793,903,763,731,1057,838,989,1105,2372,1797,2147,1999,2584,1718,906,636,1741,929,764,579
KO:K03610,303,399,687,229,552,223,470,355,327,290,349,284,468,359,688,248,622,299,338,284,556,343,266,170
KO:K03611,17,4,64,4,1,15,17,3,50,7,3,64,52,4,33,0,1,5,15,2,46,4,2,16
KO:K03612,1722,1983,2765,1652,1771,1367,2200,2950,2014,2071,1883,1380,2712,2214,2195,1348,1275,1360,1634,1473,2329,1799,1705,1699
KO:K03613,2315,2381,3890,1916,2105,1569,2949,4135,2933,2488,2511,1678,2893,2789,2785,1493,1618,1505,2036,1800,3176,2087,2189,2015
KO:K03614,3237,3628,4628,2930,3319,2401,3980,6398,3548,3746,3703,2489,4436,3991,3523,2371,2534,2160,2533,2596,3814,2888,2909,2703
KO:K03615,3396,3897,4859,3041,3524,2735,3990,5986,3536,4354,3455,2706,5216,4647,3686,2663,3169,2704,2876,2807,3731,3439,2997,3272
KO:K03616,82,98,235,97,107,52,185,147,160,150,185,80,108,72,157,46,108,22,70,70,186,126,135,49
KO:K03617,2167,2230,3457,1822,2017,1533,2652,3885,2511,2492,2326,1680,2534,2574,2412,1311,1472,1291,1916,1649,2825,1925,2063,1793
KO:K03618,114,51,221,75,11,217,103,46,298,109,11,403,186,27,114,40,8,137,97,27,135,67,1,104
KO:K03619,13,0,29,1,3,11,12,3,18,6,0,26,36,0,20,0,0,10,13,0,18,0,0,7
KO:K03620,280,176,529,169,24,398,177,122,366,347,34,557,280,124,178,123,8,193,265,68,201,153,15,184
KO:K03621,2409,2526,3999,1791,2042,1907,2470,4006,2928,3110,1963,2681,2727,3669,2284,1344,2123,1900,1904,2007,2759,2306,1387,2339
KO:K03623,5,2,15,0,0,11,12,1,15,4,3,19,29,0,19,1,0,2,12,1,18,1,2,4
KO:K03624,6932,8503,7985,11545,12585,13452,4927,9317,4566,10647,5895,5324,3164,7938,6528,6782,8401,8583,8580,5541,7369,13124,6795,7028
KO:K03625,905,911,2711,1351,1108,1638,1039,1602,1598,2301,998,1247,1281,1186,1624,715,1072,1123,874,570,1675,1127,679,1084
KO:K03628,3529,7634,4747,3682,7899,6126,3232,4893,2686,5584,3077,2618,7466,6037,5584,6577,9027,8737,3268,2705,4874,4052,3217,3545
KO:K03629,3292,3665,4816,2865,3721,2926,3747,4539,3405,3978,3149,3382,4569,4715,3843,2802,3339,3391,2906,2543,4008,2826,2531,2748
KO:K03630,1630,1663,1606,1263,1481,1338,2017,2362,1411,2066,1580,1781,2801,1926,1576,1178,1540,1342,1513,1259,1369,1371,1143,1292
