seq_1	seq_2	seq_3	seq_4	seq_5	seq_6	seq_7	seq_8	seq_9	seq_10	seq_11	seq_12	seq_13	seq_14	seq_15	seq_16	seq_17	seq_18	seq_19	seq_20	seq_21	seq_22	seq_23	seq_24	seq_25	seq_26	seq_27	seq_28	seq_29	seq_30	seq_31	seq_32	seq_33	seq_34	seq_35	seq_36	seq_37	seq_38	seq_39	seq_40	seq_41	seq_42	seq_43	seq_44	seq_45	seq_46	seq_47	seq_48	seq_49	seq_50	seq_51	seq_52	seq_53	seq_54	seq_55	seq_56	seq_57	seq_58	seq_59	seq_60	seq_61	seq_62	seq_63	seq_64	seq_65	seq_66	seq_67	seq_68	seq_69	seq_70	seq_71	seq_72	seq_73	seq_74	seq_75	seq_76	seq_77	seq_78	seq_79	seq_80	seq_81	seq_82	seq_83	seq_84	seq_85	seq_86	seq_87	seq_88	seq_89	seq_90	seq_91	seq_92	seq_93	seq_94	seq_95	seq_96	seq_97	seq_98	seq_99	seq_100	seq_101	seq_102	seq_103	seq_104	seq_105	seq_106	seq_107	seq_108	seq_109	seq_110	seq_111	seq_112	seq_113	seq_114	seq_115	seq_116	seq_117	seq_118	seq_119	seq_120	seq_121	seq_122	seq_123	seq_124	seq_125	seq_126	seq_127	seq_128	seq_129	seq_130	seq_131	seq_132	seq_133	seq_134	seq_135	seq_136	seq_137	seq_138	seq_139	seq_140	seq_141	seq_142	seq_143	seq_144	seq_145	seq_146	seq_147	seq_148	seq_149	seq_150	seq_151	seq_152	seq_153	seq_154	seq_155	seq_156	seq_157	seq_158	seq_159	seq_160	seq_161	seq_162	seq_163	seq_164	seq_165	seq_166	seq_167	seq_168	seq_169	seq_170	seq_171	seq_172	seq_173	seq_174	seq_175	seq_176	seq_177	seq_178	seq_179	seq_180	seq_181	seq_182	seq_183	seq_184	seq_185	seq_186	seq_187	seq_188	seq_189	seq_190	seq_191	seq_192	seq_193	seq_194	seq_195	seq_196	seq_197	seq_198
D21Hr8V4	5638	919	1417	1234	517	10	456	203	319	170	23	226	330	75	116	327	15	10	65	650	174	66	120	34	45	47	0	665	0	30	22	399	6	0	52	27	66	88	0	39	211	23	58	33	29	308	87	7	58	0	0	0	0	0	0	0	182	13	8	7	0	16	0	0	0	0	0	0	7	18	12	0	0	8	0	0	0	0	0	0	0	4	0	28	0	11	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr8V6	2582	2412	786	427	83	105	88	394	34	68	140	99	93	51	63	230	0	0	8	123	58	17	36	0	36	30	0	39	55	33	98	9	8	0	21	0	0	0	0	14	51	13	16	0	0	0	30	15	23	0	0	0	0	0	0	0	0	0	0	8	0	4	0	11	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr8V7	2555	340	427	335	266	8	289	394	318	284	25	206	80	119	194	29	257	0	10	70	95	42	46	0	46	64	0	84	0	143	0	0	40	0	75	18	32	186	39	18	0	16	16	0	0	8	0	14	18	0	0	0	0	0	9	0	0	23	0	4	24	23	0	0	0	0	0	14	0	0	22	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr8V8	4954	3052	763	781	411	954	277	231	250	122	97	246	157	176	330	101	8	0	0	123	103	78	161	0	129	29	0	45	27	62	52	0	27	96	29	0	27	66	28	28	38	43	45	0	15	123	31	10	0	0	0	0	43	15	18	0	0	82	0	5	0	0	30	20	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	12	22	4	0	0	0	9	0	13	0	0	0	0	39	0	0	28	19	0	0	17	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr16V1	1113	1619	193	1132	408	849	109	412	336	48	36	155	218	142	64	45	50	4	0	70	60	0	72	0	50	22	0	15	0	31	0	0	99	46	29	0	118	179	0	0	0	0	8	25	14	0	0	7	10	0	0	6	0	0	5	0	0	0	0	3	0	0	0	15	0	0	0	0	0	14	0	0	0	0	0	0	0	0	12	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr16V2	1210	1026	364	492	62	17	149	69	251	154	117	260	573	480	112	90	182	46	460	105	116	97	108	135	162	47	0	52	25	83	69	8	54	84	92	244	69	0	51	44	36	27	0	483	31	0	22	31	7	36	14	0	5	10	0	0	0	18	5	18	14	5	0	0	52	0	0	10	0	71	14	0	0	0	0	0	0	0	12	0	0	0	24	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr16V3	1611	1810	284	106	284	475	141	681	44	55	56	115	217	54	144	312	151	6	3	96	63	302	104	154	183	20	33	53	29	10	0	0	31	0	0	0	74	44	191	6	0	124	87	35	69	0	21	11	13	0	0	31	0	16	0	0	0	62	6	8	0	0	80	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr16V4	901	255	255	655	166	8	242	70	101	84	41	78	121	41	29	90	9	0	40	122	48	34	41	30	28	19	0	171	0	10	7	134	9	0	0	18	46	45	0	16	43	0	5	34	0	112	18	3	0	0	0	0	0	0	0	0	64	0	4	0	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr16V6	6207	6000	1404	1894	357	520	478	1167	341	210	605	206	185	394	177	692	29	0	78	231	152	82	139	11	192	111	235	136	234	94	417	39	94	186	40	27	16	0	0	91	70	34	45	0	0	18	45	20	63	0	0	0	0	0	0	11	0	0	13	27	23	11	0	0	0	0	118	0	9	0	21	0	0	0	0	0	0	0	0	11	0	0	0	11	0	6	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr16V7	2136	767	630	1360	166	6	529	198	503	267	23	267	210	274	248	33	249	0	7	91	103	122	58	25	87	83	0	76	0	191	9	0	70	31	59	55	116	207	87	11	0	42	52	30	0	5	0	11	18	52	0	0	0	31	0	0	0	18	0	31	39	11	0	0	0	0	0	0	0	0	21	0	0	18	0	0	0	0	0	16	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	16	0	0	0	0	0	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr16V8	4395	3866	1745	3935	849	999	625	1415	652	319	140	452	614	539	192	133	18	0	0	373	270	388	177	0	120	87	71	73	45	80	140	12	46	45	36	50	104	61	281	134	111	45	53	50	34	494	42	43	55	0	8	0	119	46	31	0	0	116	0	16	45	14	29	0	0	0	0	10	5	11	0	0	0	0	0	23	35	0	9	10	45	0	0	0	9	11	0	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	30	0	11	0	0	11	0	0	0	0	0	0	0	7	0	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr8V1	1792	1944	589	1329	253	597	148	400	486	66	55	170	214	177	97	69	72	0	19	83	68	0	106	0	53	24	0	13	0	44	0	0	85	56	0	0	95	165	0	0	0	0	23	21	31	0	12	8	18	0	0	11	0	0	12	0	0	0	0	5	0	6	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	17	0	0	0	42	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr8V2	4181	1682	1257	1756	162	58	806	171	819	578	314	565	1731	1479	438	210	775	131	641	419	416	204	236	151	444	186	73	200	76	141	208	16	143	277	65	47	161	0	127	224	142	45	0	484	72	0	65	48	40	89	85	0	11	25	20	17	0	64	5	32	27	32	25	46	77	0	0	28	0	57	35	55	0	5	0	29	0	0	26	17	0	0	40	0	0	1	0	0	48	0	0	45	0	0	37	0	0	17	2	0	27	0	30	0	25	7	17	18	7	0	10	12	0	0	19	0	0	0	0	19	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D22Hr8V3	2000	2037	736	119	412	1040	202	803	38	68	94	148	277	64	178	416	209	10	4	106	94	321	68	117	233	27	0	51	32	14	0	7	30	0	0	10	85	0	201	5	42	172	193	50	67	0	27	13	20	0	0	41	0	20	0	21	0	74	11	4	0	4	87	10	0	0	0	7	20	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr8V4	3173	813	609	2373	432	111	517	266	342	177	78	373	486	113	162	302	17	0	134	355	158	83	156	135	61	40	40	563	43	52	13	429	18	47	45	103	181	185	0	58	127	28	64	99	45	276	51	10	39	0	0	0	0	0	0	0	171	16	8	20	0	14	0	24	0	10	0	0	0	22	13	0	0	0	0	0	50	50	0	12	0	0	0	48	0	14	21	13	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr8V6	2725	3109	1060	846	175	171	244	620	118	94	138	111	104	172	50	247	10	0	9	156	108	36	54	11	36	68	62	69	53	43	262	18	36	0	21	14	0	0	0	61	66	0	18	0	0	20	29	15	43	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	88	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr8V7	2127	392	393	1163	220	0	432	204	427	320	29	303	185	274	380	37	185	0	15	44	115	144	76	34	196	57	0	64	0	123	3	0	55	103	60	39	102	156	85	10	0	52	31	45	0	0	0	9	18	0	0	0	0	20	0	0	0	22	0	20	16	13	0	29	0	0	0	0	0	7	29	0	0	23	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	24	0	0	0	0	0	13	12	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D22Hr8V8	1317	1517	485	1051	226	502	195	322	150	58	67	131	129	128	74	27	6	0	0	100	77	115	67	0	88	25	0	21	25	17	30	0	11	49	0	16	72	31	81	35	0	34	11	29	0	79	15	8	9	0	0	0	24	8	11	0	0	26	0	5	0	0	0	22	0	0	0	0	0	0	10	0	0	0	0	0	0	0	13	0	39	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr16V1	1788	2518	372	1950	539	1260	186	429	495	62	74	124	271	171	76	119	102	7	0	112	82	10	76	0	83	29	0	37	31	22	0	2	29	48	17	4	78	159	0	0	42	0	32	0	18	4	20	9	28	0	0	10	7	0	9	0	0	10	0	5	0	0	0	15	0	0	0	13	0	11	0	0	0	0	0	8	0	0	19	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr16V2	1570	1164	503	605	107	39	350	207	248	205	183	180	589	420	111	114	271	68	200	147	135	117	58	77	142	69	0	49	0	16	95	10	8	72	0	63	97	0	57	120	0	21	2	196	30	0	31	16	15	0	19	0	7	11	6	0	0	7	11	13	32	12	0	0	0	0	0	20	0	20	16	0	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	0	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr16V3	1522	1829	564	139	396	592	141	760	27	30	63	182	151	41	135	250	108	0	6	67	64	202	50	104	115	21	0	31	25	26	0	0	274	0	27	52	49	0	126	5	0	98	89	0	66	0	17	5	0	0	0	37	0	0	0	45	0	48	4	4	0	0	63	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	28	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr16V4	881	119	200	756	195	0	128	61	207	92	80	190	107	42	78	30	20	16	117	61	59	27	112	69	29	25	0	177	30	0	24	170	3	0	66	196	90	161	0	36	34	0	27	64	21	57	16	6	14	0	0	0	0	0	0	0	41	0	0	3	0	5	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	40	0	0	0	0	10	5	0	0	0	0	0	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr16V6	3474	4435	1349	1476	317	226	253	997	162	118	301	103	109	286	101	386	20	0	37	100	130	27	143	0	130	72	152	91	113	67	224	23	58	139	27	18	0	0	0	45	37	27	28	0	0	9	32	15	68	0	0	0	0	0	6	0	0	0	0	27	0	7	0	14	0	4	190	0	6	0	13	0	0	0	0	0	0	0	10	0	0	0	0	19	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D23Hr16V7	6919	1227	1745	3590	773	26	1947	1262	1779	1054	81	627	364	639	1074	105	540	0	18	261	318	155	222	0	228	269	0	253	43	327	19	0	287	154	175	116	86	439	89	36	82	53	75	92	40	15	0	33	62	139	0	0	0	146	22	0	0	37	0	101	79	38	28	52	0	0	0	23	0	15	43	51	43	105	0	53	0	106	0	48	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	29	18	0	0	0	12	29	14	9	0	0	0	0	0	17	0	0	0	0	19	0	0	32	0	0	19	0	0	19	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr16V8	995	1292	293	650	192	258	152	321	144	41	49	69	91	102	50	31	8	0	0	99	89	46	31	0	0	37	0	26	19	17	59	0	6	0	0	7	0	12	37	19	0	0	14	0	0	110	13	7	13	0	0	0	32	11	5	0	0	10	0	7	0	6	15	11	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr8V1	3124	5565	665	3920	835	2204	549	641	1044	160	124	331	796	327	214	242	192	20	0	237	172	19	278	0	108	89	54	75	59	60	0	15	77	99	57	7	237	495	0	13	80	0	40	0	46	0	56	33	21	63	0	40	15	0	14	0	0	15	6	7	0	9	0	38	0	0	0	37	0	23	23	13	0	0	6	0	59	128	25	0	25	0	0	0	0	4	0	15	0	5	0	0	0	0	57	0	21	0	0	24	16	12	20	35	0	5	0	8	4	0	20	0	0	0	15	0	0	0	15	0	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr8V2	950	758	330	502	74	25	240	192	162	173	160	239	545	306	108	77	234	75	219	79	104	66	80	92	91	42	0	34	25	21	61	3	14	76	0	57	62	0	44	96	0	31	0	207	35	0	22	12	14	0	20	0	6	0	0	0	0	20	0	8	33	0	0	0	0	0	0	10	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr8V3	696	1369	207	77	164	115	152	237	20	33	56	87	98	0	24	166	58	0	7	66	34	125	40	68	37	12	0	29	20	0	0	0	18	0	0	0	24	0	74	7	0	27	37	0	41	0	0	0	0	0	0	21	0	6	0	0	0	22	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr8V4	4365	1420	2371	3329	1259	13	862	517	706	328	130	358	686	222	122	550	59	16	126	1083	380	147	188	134	38	152	68	1154	55	31	213	868	0	0	52	130	171	349	0	126	359	0	69	62	73	785	84	20	68	39	25	0	0	55	9	0	244	27	18	29	62	29	0	0	0	24	0	23	22	0	0	0	0	15	0	27	31	87	10	14	0	0	0	89	0	28	22	0	0	0	27	38	0	10	0	38	0	0	10	0	0	0	0	0	4	10	0	0	21	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	24	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr8V6	4599	5152	1654	1892	272	283	387	416	207	253	444	209	137	319	126	562	14	0	28	142	99	56	139	11	154	67	161	118	124	97	335	24	96	173	0	10	0	0	0	50	39	23	49	27	0	20	35	13	60	0	0	0	0	0	0	0	0	0	6	23	22	0	0	0	0	0	68	0	17	0	0	0	0	8	0	27	0	0	15	12	0	0	0	10	0	7	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D23Hr8V7	2739	376	694	1726	228	11	579	313	660	458	57	246	171	245	574	44	241	0	0	95	156	80	143	20	151	95	0	127	0	130	5	0	103	75	51	37	40	212	39	0	0	47	49	34	0	7	0	10	32	47	0	0	0	51	12	0	0	16	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	39	0	48	10	0	0	0	65	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	16	20	0	0	4	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	33	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
