seq_1	seq_2	seq_3	seq_4	seq_5	seq_6	seq_7	seq_8	seq_9	seq_10	seq_11	seq_12	seq_13	seq_14	seq_15	seq_16	seq_17	seq_18	seq_19	seq_20	seq_21	seq_22	seq_23	seq_24	seq_25	seq_26	seq_27	seq_28	seq_29	seq_30	seq_31	seq_32	seq_33	seq_34	seq_35	seq_36	seq_37	seq_38	seq_39	seq_40	seq_41	seq_42	seq_43	seq_44	seq_45	seq_46	seq_47	seq_48	seq_49	seq_50	seq_51	seq_52	seq_53	seq_54	seq_55	seq_56	seq_57	seq_58	seq_59	seq_60	seq_61	seq_62	seq_63	seq_64	seq_65	seq_66	seq_67	seq_68	seq_69	seq_70	seq_71	seq_72	seq_73	seq_74	seq_75	seq_76	seq_77	seq_78	seq_79	seq_80	seq_81	seq_82	seq_83	seq_84	seq_85	seq_86	seq_87	seq_88	seq_89	seq_90	seq_91	seq_92	seq_93	seq_94	seq_95	seq_96	seq_97	seq_98	seq_99	seq_100	seq_101	seq_102	seq_103	seq_104	seq_105	seq_106	seq_107	seq_108	seq_109	seq_110	seq_111	seq_112	seq_113	seq_114	seq_115	seq_116	seq_117	seq_118	seq_119	seq_120	seq_121	seq_122	seq_123	seq_124	seq_125	seq_126	seq_127	seq_128	seq_129	seq_130	seq_131	seq_132	seq_133	seq_134	seq_135	seq_136	seq_137	seq_138	seq_139	seq_140	seq_141	seq_142	seq_143	seq_144	seq_145	seq_146	seq_147	seq_148	seq_149	seq_150	seq_151	seq_152	seq_153	seq_154	seq_155	seq_156	seq_157	seq_158	seq_159	seq_160	seq_161	seq_162	seq_163	seq_164	seq_165	seq_166	seq_167	seq_168	seq_169	seq_170	seq_171	seq_172	seq_173	seq_174	seq_175	seq_176	seq_177	seq_178	seq_179	seq_180	seq_181	seq_182	seq_183	seq_184	seq_185	seq_186	seq_187	seq_188	seq_189	seq_190	seq_191	seq_192	seq_193	seq_194	seq_195	seq_196	seq_197	seq_198
D14Hr8V3	1860	533	609	71	926	789	168	167	684	465	834	144	0	83	107	256	92	255	235	20	49	0	64	82	49	29	325	0	325	85	0	116	0	68	12	55	0	0	0	130	0	0	26	0	31	0	13	4	5	0	0	0	0	0	8	58	0	0	19	0	0	0	0	0	0	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	46	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D14Hr8V4	3846	1350	941	391	1230	38	285	299	134	149	153	184	85	26	104	395	125	8	74	228	223	30	90	26	0	29	57	329	52	32	9	342	0	0	41	13	0	0	0	19	66	13	47	0	24	0	50	12	35	0	69	0	0	0	0	0	13	0	23	7	0	13	0	19	0	0	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D14Hr8V6	15	20	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D14Hr8V7	4218	80	1352	150	287	5	429	52	212	366	31	337	0	165	548	32	45	0	6	4	81	0	101	0	78	47	0	50	0	206	0	0	89	106	97	9	13	137	0	22	0	0	0	0	0	0	0	9	0	51	0	0	0	0	59	0	0	0	0	0	25	6	0	44	0	0	0	7	0	0	0	47	34	0	49	28	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D14Hr8V8	6204	2065	1124	276	612	1648	199	227	918	544	1196	320	18	443	354	266	62	137	227	81	159	28	149	62	202	41	515	0	491	63	0	32	8	262	35	184	0	0	0	223	25	0	19	0	43	13	36	21	22	32	89	0	0	0	21	0	0	9	15	11	37	22	0	20	0	0	0	0	6	11	0	0	0	0	17	12	0	0	0	13	0	0	0	0	16	0	0	10	23	0	0	45	0	0	0	0	16	0	15	16	0	0	0	0	0	0	14	0	0	21	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr16V1	3908	1347	640	566	1170	1053	192	187	75	234	269	558	1254	47	160	66	30	0	83	71	118	32	158	65	43	19	138	0	109	67	0	92	186	0	124	10	124	0	0	0	0	23	3	0	52	0	15	20	0	62	0	15	0	0	8	0	0	0	5	0	18	6	0	28	0	0	0	0	0	19	0	0	0	0	0	0	28	0	13	13	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	21	21	0	17	8	0	0	0	13	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr16V2	2114	1286	1105	513	96	31	203	130	152	270	78	513	775	1256	56	119	167	20	356	84	185	41	140	134	151	37	0	0	26	73	120	6	93	156	121	47	174	0	0	43	0	0	0	155	16	0	40	39	0	83	26	0	0	96	17	0	0	0	0	21	39	18	0	16	49	0	0	15	0	11	17	0	0	0	0	0	0	0	18	24	0	3	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	8	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr16V3	1799	456	1966	127	645	1259	76	636	294	139	166	166	0	353	176	221	139	67	53	50	119	30	54	37	166	32	70	0	52	83	0	101	82	174	0	31	74	0	0	27	0	0	85	53	20	0	23	9	0	0	0	9	0	0	11	443	0	0	19	3	0	5	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr16V4	1267	463	1134	866	172	8	90	43	90	37	109	193	254	48	50	108	18	4	97	261	75	25	67	47	0	7	65	144	42	0	34	78	0	0	53	136	32	0	0	6	93	0	16	0	16	0	27	4	6	0	0	0	0	0	0	7	22	0	8	0	0	0	0	25	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	8	0	0	0	0	26	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr16V6	1220	2432	583	1221	194	118	110	355	65	73	566	393	574	0	102	184	47	0	430	124	72	72	123	47	24	40	247	60	206	129	59	150	0	0	85	103	11	0	0	53	39	33	3	184	0	0	0	18	19	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	18	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr16V7	1969	172	729	308	298	0	240	99	121	196	9	392	94	665	374	41	14	0	12	7	78	49	88	50	238	51	0	43	0	166	4	3	119	228	173	121	95	58	37	18	0	48	0	0	0	0	0	17	0	75	0	0	0	0	20	0	0	0	0	0	46	8	0	0	0	0	0	0	0	18	0	83	0	0	43	21	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	6	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr16V8	2002	1542	974	455	626	263	94	371	311	130	249	507	153	1068	77	76	11	49	201	93	128	135	76	55	192	41	104	0	93	35	36	17	78	133	48	98	111	0	72	97	41	19	20	166	31	20	13	44	0	39	38	0	0	22	8	0	0	8	8	11	0	5	0	18	0	0	0	0	0	9	0	0	0	0	23	13	0	0	0	17	47	6	0	0	0	4	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr8V1	3011	990	675	602	820	550	284	196	53	220	237	250	745	29	132	91	32	17	69	72	144	26	85	0	31	23	102	0	85	39	0	108	79	0	34	0	98	0	0	8	0	15	0	0	24	0	14	7	6	0	0	0	0	0	0	0	0	0	7	5	39	6	0	20	0	0	0	5	0	0	0	0	0	0	4	8	0	0	18	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr8V2	1725	651	384	330	42	25	269	18	94	264	51	276	417	583	38	101	83	0	72	40	129	18	69	26	166	18	0	0	0	64	123	6	34	184	0	8	80	0	0	18	0	0	0	45	16	0	0	7	0	55	15	0	0	48	10	0	0	0	0	5	0	10	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr8V3	1290	1347	895	104	326	281	262	243	313	202	137	105	0	217	57	274	89	76	42	74	68	0	57	44	0	38	57	0	51	81	0	40	28	0	22	14	54	0	0	81	36	0	21	0	20	0	9	6	0	0	0	0	0	0	11	180	0	0	5	0	0	4	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	47	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr8V4	5192	1671	1701	2539	584	86	422	334	309	206	283	510	793	88	164	567	115	12	230	374	239	106	147	67	40	35	135	639	112	54	160	504	0	0	42	73	111	0	0	26	114	23	54	0	48	22	92	23	25	0	49	0	0	71	6	17	60	0	41	8	0	20	0	0	0	0	0	9	20	27	9	0	0	13	0	0	0	0	12	20	43	9	37	59	16	9	0	7	0	0	27	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	8	0	0	13	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr8V6	1062	2200	947	1557	133	119	79	590	52	87	525	98	306	0	82	227	51	0	312	101	97	50	41	9	30	24	197	38	207	79	41	202	4	0	0	16	12	0	0	39	0	15	0	30	0	0	0	8	29	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr8V7	2909	129	1007	352	239	0	374	79	175	298	21	354	84	538	480	41	24	0	3	0	95	37	139	0	283	68	0	51	0	253	4	0	45	270	49	20	77	101	36	22	0	23	0	0	0	0	0	6	6	73	0	0	0	0	29	11	0	0	0	6	19	8	21	41	0	0	0	0	0	9	0	61	43	0	62	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13	0	0	0	0	0	16	0	0	0	7	0	0	0	4	0	0	0	0	12	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D15Hr8V8	2356	2238	1134	619	462	324	198	390	375	214	298	332	148	1120	157	124	26	66	192	119	193	85	90	48	148	48	131	0	114	33	55	25	19	114	0	63	75	0	50	196	41	0	24	83	27	28	26	34	15	0	52	0	0	0	12	0	0	16	14	12	0	7	0	13	0	0	0	0	0	0	20	0	0	0	35	0	0	0	0	0	41	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr16V1	1534	1227	398	108	518	188	95	162	40	58	74	234	523	30	36	28	7	9	68	71	73	21	37	57	0	17	0	0	30	25	0	25	253	0	90	20	106	0	0	0	0	0	0	0	32	0	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr16V2	1276	1156	704	225	48	7	91	118	88	257	57	349	573	493	69	65	66	22	285	51	120	34	70	148	148	10	0	0	19	65	4	2	268	154	98	24	136	0	0	17	0	12	0	88	11	0	21	43	0	43	21	0	0	18	9	0	0	0	0	8	0	5	0	0	39	0	0	0	0	20	11	0	0	0	0	0	0	0	12	0	0	0	51	0	0	0	0	12	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr16V3	1249	1336	294	36	306	248	136	403	202	84	69	136	35	272	56	159	73	42	8	29	41	0	56	133	116	23	0	0	0	61	0	12	269	103	98	26	99	0	39	29	0	0	7	49	18	0	16	0	0	0	0	12	0	0	5	95	0	0	0	5	0	5	0	0	0	0	0	0	37	0	0	0	0	0	0	0	29	0	0	0	0	0	0	15	0	0	0	0	0	0	6	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr16V4	2217	950	818	713	209	17	130	145	256	110	220	333	614	70	101	140	64	20	649	206	98	46	139	158	47	6	98	375	73	46	87	211	0	41	111	205	133	38	0	16	83	15	40	165	32	14	47	11	20	0	0	0	0	0	0	0	54	0	11	5	0	0	0	12	0	0	0	0	6	105	0	0	0	0	0	0	0	0	0	0	0	7	18	0	37	15	14	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr16V6	1874	2948	859	439	200	94	118	259	43	74	440	449	578	42	64	144	62	0	439	260	115	111	82	63	0	69	184	87	175	114	74	114	0	0	62	101	24	0	0	57	81	17	0	113	0	5	13	19	0	0	0	0	0	11	0	20	0	0	0	9	0	6	0	0	0	0	17	4	0	14	0	0	0	0	0	0	0	0	0	0	0	12	0	0	52	12	0	0	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr16V7	11212	1861	1662	1055	1747	18	1037	1221	851	850	79	2235	856	2125	1469	149	117	0	161	89	427	570	414	359	804	342	0	253	20	844	69	11	229	664	441	980	672	299	334	123	0	201	36	57	22	19	0	105	55	491	0	0	0	0	90	27	0	33	8	32	42	36	102	0	85	0	0	15	0	75	65	191	140	61	63	77	186	71	20	37	0	23	43	0	31	10	0	28	0	0	13	30	21	38	22	0	15	0	0	0	21	18	39	0	0	10	0	0	8	0	128	0	0	0	0	0	0	0	0	0	0	0	22	22	0	0	0	0	28	5	0	9	28	0	0	0	0	0	0	0	0	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr16V8	732	922	208	85	211	291	36	235	68	72	75	298	59	182	87	32	9	10	120	47	49	55	31	30	117	9	0	0	34	24	27	0	118	68	46	43	94	0	27	34	0	38	10	43	0	0	0	24	8	0	13	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	26	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr8V1	5335	2632	1055	296	648	568	314	98	101	184	122	310	1421	32	111	53	17	7	32	116	108	32	126	28	26	31	53	0	43	43	0	84	43	0	30	0	185	0	0	0	0	19	2	0	39	0	0	14	0	36	0	0	0	0	10	0	0	0	0	5	64	0	0	38	0	0	0	0	0	11	13	0	0	0	0	0	56	0	30	0	0	0	0	0	0	4	0	20	0	0	0	0	46	0	0	0	0	0	0	0	0	21	17	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr8V2	1243	958	796	233	51	11	149	52	75	226	62	266	551	582	58	82	86	14	101	66	145	36	65	48	85	23	0	0	0	15	13	3	16	52	0	14	142	0	0	26	0	0	0	43	0	0	24	15	4	0	19	0	0	52	17	0	0	0	0	6	40	7	0	0	0	0	0	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr8V3	1571	1065	1268	109	451	788	229	405	267	94	112	118	37	499	107	283	145	49	30	103	105	38	70	46	149	45	53	4	44	48	0	45	26	115	30	14	68	0	28	42	0	15	60	0	26	0	24	7	17	0	0	16	0	0	11	116	0	0	9	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr8V4	3868	1300	1343	1567	371	35	282	242	333	164	273	495	840	104	208	418	104	9	587	444	211	71	98	111	53	23	136	631	128	24	207	422	0	0	32	242	129	0	0	18	158	31	69	45	45	36	69	9	57	41	0	0	0	33	0	9	87	0	28	10	32	10	0	24	0	6	0	7	12	23	0	0	0	0	0	0	48	0	11	12	0	0	0	18	31	9	0	15	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	11	0	0	0	0	31	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr8V6	1127	1933	616	403	101	60	138	116	49	30	201	131	326	36	45	122	24	0	144	122	71	58	41	11	0	35	106	63	86	22	61	72	0	0	0	18	0	0	0	39	44	0	0	90	0	5	11	0	21	0	0	0	0	4	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
